id1	id2	overlapp	overp	cor	p.value	mean1	mean2	ratio
AT1G13960	AT1G13970	0.0221029365329965	70	0.422055777545511	1.51959690878693e-07	6.77151363239671	0.82530317847554	0.121878685221436
AT1G14020	AT1G14030	0.0241314749323903	58	0.689265139200648	1.7826657518275e-21	3.17629212367596	8.53776539279624	2.68796604983404
AT1G14390	AT1G14400	0.164841498559078	429	0.506001520257763	1.1437582288781e-10	0.387001800085716	72.9058140166053	188.386240065182
AT1G15240	AT1G15250	0.00895283772981615	28	0.608746171793291	7.29139092815389e-16	7.16808223832313	5.55691981239749	0.775231034974489
AT1G15430	AT1G15440	0.00848082595870206	23	0.377011038140395	3.46281928935878e-06	9.7996912890531	5.16320547901549	0.526874299069311
AT1G15810	AT1G15820	0.00120772946859903	2	0.649425895375344	1.73341344063307e-18	9.00037004340544	688.806015719156	76.53085510899
AT1G16000	AT1G16010	0.00438184663536776	7	0.457560525756914	9.17800285437894e-09	5.73518567480162	24.6807296878085	4.30338808318742
AT1G16270	AT1G16280	0.128790715087982	516	0.681138457398415	7.92282137989689e-21	6.64050678773782	2.59365670554995	0.390581139129219
AT1G16740	AT1G16750	0.0103505057633498	22	0.512957241185782	5.74921821484604e-11	5.12571529818826	1.4274480388413	0.278487577986597
AT1G16790	AT1G16800	0.130310663308144	776	0.592856566122622	6.14927994316752e-15	3.77717429935996	0.813515653828567	0.215376784165458
AT1G17600	AT1G17610	0.741265235055136	3193	0.673868334394711	2.89043029164061e-20	2.60006885105732	2.63291591367128	1.01263315108006
AT1G17630	AT1G17640	0.0265220012055455	66	0.448747154053264	1.89869807080049e-08	0.550543423415692	1.33794064097974	2.43021818820188
AT1G17750	AT1G17760	0.00232851460172698	12	0.468604886648059	3.58336008383216e-09	4.65066197055705	3.6395071232132	0.782578296649943
AT1G18180	AT1G18190	0.0173250173250173	50	0.358462163973098	1.10287280351406e-05	0.696488030421048	3.60076531477019	5.16988829311743
AT1G18630	AT1G18640	0.00971370143149284	19	0.790246356983403	8.66688902834319e-32	4.34884561131286	5.59903222127409	1.2874755099857
AT1G19350	AT1G19360	0.306871532223645	719	0.597945227549025	3.1464613072627e-15	24.7823255587164	15.8024292521603	0.637649167134046
AT1G19485	AT1G19490	0.0179299103504482	66	0.418059861107474	2.04353855094994e-07	2.26506115481961	1.92697449480365	0.850738396490278
AT1G19850	AT1G19860	0.00567410879486863	23	0.597808141700221	3.20427124505682e-15	2.56027194904652	6.49653709415056	2.53744024988047
AT1G20540	AT1G20550	0.041409993155373	121	0.698918263486076	2.84066821648258e-22	5.49846669876508	0.951478532180929	0.173044338414312
AT1G21160	AT1G21170	0.0765251662698087	466	0.760861765709678	2.89373988787424e-28	3.46968547096654	3.05402944366778	0.880203542719688
AT1G21370	AT1G21380	0.00125601842160352	3	0.752664091651053	2.26552225818958e-27	9.22671880223059	29.4564961849158	3.19252128696006
AT1G21640	AT1G21650	0.0274905422446406	218	0.802947832762968	1.71792313193348e-33	22.4747040849159	1.8675792729052	0.0830969460531693
AT1G21770	AT1G21780	0.300490751226878	398	0.791557845589491	5.85519437038122e-32	61.9037624908958	15.042423670359	0.242996920786055
AT1G22050	AT1G22060	0.0180831826401447	90	0.686954123828465	2.73804743821342e-21	6.03287808691937	8.45697655362886	1.40181459525355
AT1G23880	AT1G23890	0.00843558282208589	22	0.53843807014115	4.03302882424647e-12	1.07284853225208	2.1905420215489	2.0417998959747
AT1G23935	AT1G23950	0.00845186559472274	41	0.665812627103288	1.16255853629292e-19	0.950908788502271	11.0870170755562	11.6593906898461
AT1G24030	AT1G24040	0.647644580620452	1691	0.451018817546814	1.57737565601747e-08	0.381166278009178	4.0855509768391	10.71855306345
AT1G24280	AT1G24290	0.00871369294605809	21	0.488363620413465	6.11463759601953e-10	2.19211829914529	1.30909696303118	0.59718353865373
AT1G24340	AT1G24350	0.138283828382838	419	0.673807899679882	2.92124519345335e-20	4.91372658587083	5.7190936387125	1.1639014785962
AT1G24735	AT1G24764	0.0350508236943568	100	0.445206009246298	2.52817569231321e-08	0.442705170670963	3.4219125111473	7.72955171488298
AT1G25380	AT1G25390	0.137144692468283	427	0.467022870796484	4.10858071040432e-09	4.680984815548	15.4692851968227	3.30470740803112
AT1G26090	AT1G26100	0.0853374709076804	165	0.507931757235294	9.46479000344221e-11	6.06305537490238	3.12730027644812	0.515796093400924
AT1G27060	AT1G27070	0.006941431670282	16	0.730203186747676	4.3096141514296e-25	2.41658210994645	2.91207485012463	1.20503865278932
AT1G28530	AT1G28540	0.00808674875941922	22	0.581028869870483	2.791434978642e-14	1.8022905084745	2.37270546770458	1.31649445888326
AT1G29380	AT1G29390	0.040782355389097	98	0.495043606793448	3.27723528168928e-10	0.344994037327539	24.8045812325725	71.8985795369643
AT1G29830	AT1G29840	0.0115727002967359	39	0.366250859903197	6.84008849505783e-06	0.29471364803749	2.44763655317855	8.30513472815888
AT1G29840	AT1G29850	0.171080285834384	407	0.573679928094904	6.93238081761195e-14	2.44763655317855	14.3672455047953	5.86984431415593
AT1G30755	AT1G30757	0.32306101344364	781	0.641988081327538	5.59965135810003e-18	10.8980351199971	5.98649157119929	0.549318432660814
AT1G31220	AT1G31230	0.0192742056919139	64	0.584077014555275	1.90128745035065e-14	3.83864195822539	16.6174023254021	4.32897949489521
AT1G31800	AT1G31810	0.00574767698055369	30	0.775894906915104	5.31539853175051e-30	21.8438126073405	3.30265125131353	0.151193901480536
AT1G34210	AT1G34220	0.00161268646687273	6	0.386600420473172	1.84898614102124e-06	2.47657035629963	13.8479993899819	5.59160346676882
AT1G34630	AT1G34640	0.0501165501165501	86	0.581176331325424	2.74030564380194e-14	3.23089590081824	3.68876537246356	1.14171594681505
AT1G34770	AT1G34780	0.00308483290488432	6	0.601500312899008	1.95636328807076e-15	1.12553043779879	11.17453108803	9.92823535708567
AT1G43850	AT1G43860	0.269014084507042	1146	0.606736336313877	9.61165169411325e-16	12.1688345545005	4.3278598371876	0.355651136335567
AT1G43900	AT1G43910	0.0200324851109908	37	0.415146830045827	2.53004583996709e-07	7.85951725465874	5.16140237109345	0.656707301969981
AT1G47230	AT1G47240	0.0184813177983126	46	0.764077475081145	1.26189111351455e-28	3.57775204969424	4.50333798126666	1.25870600274033
AT1G47250	AT1G47260	0.518569463548831	1508	0.779737419001625	1.82007554495391e-30	6.65075448980549	11.6506999481556	1.75178620200373
AT1G47330	AT1G47340	0.00830175058653673	23	0.647335675610064	2.41792334571223e-18	6.41315058920782	1.48583407937126	0.231685512245986
AT1G47740	AT1G47750	0.0209193503991192	38	0.703376498777152	1.18635960997775e-22	7.65238567674728	8.72999861049064	1.1408205204578
AT1G48160	AT1G48170	0.130640737970581	262	0.670152988130698	5.52188951929834e-20	6.85384562237016	5.31794960880852	0.775907410498326
AT1G48370	AT1G48380	0.178564701450367	474	0.545008285477669	1.95933960561326e-12	1.98388597616433	2.98973424764067	1.50700911421384
AT1G48540	AT1G48550	0.00788686429154202	29	0.617888081450655	2.02379554718457e-16	8.97074821271978	7.3621665671413	0.820685899611178
AT1G48560	AT1G48570	0.504150015370427	1640	0.416226547957098	2.33805242521713e-07	1.21094595974338	4.41530940420573	3.64616551934439
AT1G48960	AT1G48970	0.0074487895716946	20	0.54583449154658	1.78731384163018e-12	4.41636911820456	4.14347340756162	0.938208129044729
AT1G49350	AT1G49360	0.0175361683472161	40	0.663843786529136	1.62295366574437e-19	2.82813517587905	5.31844504873676	1.88054838895163
AT1G49720	AT1G49730	0.0379080379080379	108	0.440414840011261	3.70523332882371e-08	8.68698124079778	5.05103959167162	0.581449349510481
AT1G49960	AT1G49970	0.0322201711696593	96	0.40761578891406	4.35390778422296e-07	0.134005304826416	74.0430156806217	552.537944498045
AT1G49990	AT1G50000	0.0226476139121057	42	0.634739316447027	1.70294118695387e-17	1.43708545514302	0.994336528544539	0.691911900566539
AT1G50440	AT1G50450	0.0512929207291225	121	0.68672026320658	2.85893476077973e-21	8.44042976487672	9.12585548371599	1.08120744297779
AT1G50900	AT1G50910	0.190893596299002	392	0.56289542269291	2.53010408904576e-13	55.926410542562	1.13031511999422	0.0202107574762734
AT1G51390	AT1G51400	0.0210711150131694	24	0.572727647120753	7.78676667700167e-14	5.53176527653563	273.497179670848	49.4412119818162
AT1G51540	AT1G51550	0.231355345185869	501	0.63716359838199	1.17782043752861e-17	6.08646878938173	4.16631622673126	0.68452108618378
AT1G52500	AT1G52510	0.443867243867244	1538	0.553050446884977	7.92429935805467e-13	2.48402941801362	12.7463099527653	5.13130394524797
AT1G53190	AT1G53200	0.000938526513374003	3	0.76645842243335	6.76756091097639e-29	6.12112966476657	2.95277312476533	0.482390226392621
AT1G53480	AT1G53490	0.540358744394619	1446	0.446277723327558	2.31911409391078e-08	3.67513924908424	0.356003396670858	0.0968680021470114
AT1G54310	AT1G54320	0.017631103074141	39	0.567931094933698	1.39040282526516e-13	3.96673456645032	23.9450515642689	6.03646429150826
AT1G54360	AT1G54370	0.012070006035003	40	0.87375183221127	5.58220396973314e-46	10.1238380446987	9.6768167006614	0.955844676488934
AT1G55190	AT1G55200	0.0303743315508021	71	0.419391944398599	1.85216309041882e-07	7.00568047945002	0.279752860239455	0.0399322893843165
AT1G56290	AT1G56300	0.233430883112412	678	0.329032627446293	6.00960298493096e-05	2.23476110768411	9.2952202895533	4.1593798359888
AT1G56700	AT1G56710	0.0119047619047619	22	0.337319301629541	3.79271494497267e-05	25.380857466784	0.210706904464598	0.00830180401668268
AT1G59750	AT1G59760	0.00374041518608566	20	0.859512579763169	6.19894991930406e-43	9.79713718665096	4.2611389619373	0.434937153655794
AT1G60220	AT1G60230	0.0179372197309417	56	0.695299205494353	5.70370946535175e-22	4.32742491153041	5.24127675862397	1.21117682357898
AT1G60420	AT1G60430	0.00924799221221708	19	0.671337291961335	4.49694240708921e-20	11.8013678454683	5.31189044991398	0.450108031498547
AT1G60460	AT1G60470	0.0101384285435757	26	0.385790152148577	1.95116249390921e-06	0.192657848177715	0.641008474858032	3.32718589416997
AT1G60650	AT1G60660	0.00807614652437266	14	0.663886536650276	1.61128240222278e-19	3.63387450839424	6.3218363674582	1.73969584058414
AT1G62600	AT1G62610	0.00430454667742803	8	0.42549514860563	1.17395984447542e-07	6.01564019486994	5.3414404476265	0.88792551991085
AT1G62720	AT1G62730	0.054453980467594	92	0.345563582730833	2.36784401681554e-05	0.546016690271096	2.63457206732599	4.82507607234118
AT1G62740	AT1G62750	0.00732064421669107	20	0.576780356394485	4.73603541483991e-14	18.1852268949234	96.7849826836062	5.32217625014208
AT1G63380	AT1G63390	0.0565610859728507	50	0.58704703961988	1.30275232524268e-14	3.38204404006023	8.55598944565288	2.52982792190385
AT1G64640	AT1G64630	0.0166835187057634	33	0.492318264763359	4.23370914360777e-10	6.91977085435405	4.30884656086488	0.622686307329624
AT1G64960	AT1G64970	0.0140373265273568	44	0.706553654625715	6.30448547000283e-23	1.84404178691816	60.8347003479931	32.9898708259007
AT1G65030	AT1G65032	0.0138217000691085	20	0.581951948118901	2.48601746815739e-14	4.23475823255052	3.52695705108919	0.832859128528093
AT1G65410	AT1G65420	0.032064128256513	56	0.696820381877793	4.26047184943681e-22	7.53837887073765	4.85703588890865	0.644307744701265
AT1G65840	AT1G65845	0.0316560359083392	67	0.500236985593854	1.99918613821344e-10	10.9503053222484	18.3543050472719	1.67614550527466
AT1G66820	AT1G66830	0.38614123247818	730	0.567302925047123	1.49904440141402e-13	5.11462911889396	0.664091384368223	0.129841552325857
AT1G67430	AT1G67440	0.0213406292749658	39	0.744519163696839	1.61874249639658e-26	90.0874780626565	5.93918287032119	0.0659268413107362
AT1G68585	AT1G68590	0.162271805273834	160	0.552405171489186	8.52892480149726e-13	10.9755630506067	72.1044355787063	6.56954319757842
AT1G68862	AT1G68870	0.0346598202824134	54	0.677945801548504	1.40507734876324e-20	0.562734118750229	2.25806114444196	4.01266080943673
AT1G68980	AT1G68990	0.00842000990589401	34	0.801162457941621	3.03232664975731e-33	1.93865602395426	3.68534215733952	1.90097784846976
AT1G69010	AT1G69020	0.12745262451786	380	0.800102270554959	4.23769257573199e-33	5.36651677764829	1.72313669996102	0.321090340598195
AT1G69720	AT1G69730	0.00686547951083458	16	0.3569637854817	1.20730982424859e-05	8.39347554894069	13.04857847928	1.55460969692428
AT1G70760	AT1G70770	0.0263736263736264	54	0.504635299850579	1.30683857322171e-10	93.0005333710795	34.8865214270185	0.375121734924019
AT1G71480	AT1G71490	0.192898272552783	402	0.49282122625595	4.03896505055105e-10	33.889455333014	0.396259912113063	0.0116927199985725
AT1G72180	AT1G72190	0.000862936861786279	3	0.457882839088426	8.93371556874725e-09	30.6592855473976	3.16801669208736	0.103329762436564
AT1G73380	AT1G73390	0.0013225326500248	4	0.641511872105883	6.02963314944535e-18	6.83553247532408	8.95095205215025	1.3094739999353
AT1G74390	AT1G74400	0.0149369044553181	29	0.561232215751295	3.07646069437136e-13	1.26384760041194	0.667832432052226	0.52841215335975
AT1G74430	AT1G74440	0.251449395395064	759	0.66112919394514	2.56032120527882e-19	85.3409129855191	7.84901972450875	0.0919725305240242
AT1G74730	AT1G74740	0.0091941590048675	17	0.375417602104902	3.83599828725008e-06	77.1427756738301	2.59795875046431	0.0336772786274741
AT1G74900	AT1G74910	0.051430781129157	133	0.564234462678699	2.15988500899384e-13	0.879457551716894	33.4742150995392	38.0623431275224
AT1G75335	AT1G75340	0.0116279069767442	20	0.408058581583616	4.21868548756509e-07	4.19680910916681	5.53793505498344	1.31955848143946
AT1G75360	AT1G75370	0.0595542564852028	163	0.431390941848875	7.49225746790796e-08	0.24796676966447	31.3032574488746	126.239727570076
AT1G75440	AT1G75450	0.241247959368765	665	0.426627071056946	1.07769330270113e-07	16.0905608424071	1.88576274280272	0.117196831190169
AT1G76050	AT1G76060	0.0443159922928709	69	0.466275677378068	4.38169918227821e-09	8.20408992886227	3.7119303968886	0.452448769951911
AT1G76450	AT1G76460	0.0138378378378378	32	0.683899925037977	4.79853492101835e-21	34.0318774625	7.90427081573296	0.232260792089497
AT1G76850	AT1G76860	0.00586435492095869	23	0.476923077326927	1.72560927664987e-09	11.8757763931752	8.85032720917839	0.745241988074524
AT1G77270	AT1G77280	0.0530503978779841	190	0.33968192149321	3.3182259542234e-05	0.914127638594203	6.70000131738839	7.329393658518
AT1G78476	AT1G78480	0.495262160454833	784	0.39519394596155	1.03590410045363e-06	0.866074724469567	1.01449230015939	1.17136809503444
AT1G78890	AT1G78895	0.254626202812731	516	0.662216392779165	2.13425568954355e-19	7.43429405049452	2.65599844947626	0.357263034181381
AT1G78910	AT1G78915	0.0205983325159392	63	0.621283116650287	1.24393901630346e-16	1.38272299004156	6.32825299089776	4.57665999370385
AT1G79270	AT1G79280	0.077856476143414	709	0.708568516182379	4.20360102491774e-23	20.5328225800705	5.37654825039424	0.261851395706931
AT1G79380	AT1G79390	0.0304594734124935	59	0.49526386658467	3.20979038040887e-10	39.8679444365611	10.2850124770041	0.25797699435871
AT1G79710	AT1G79720	0.0305158634051829	63	0.617773391274687	2.05713316059846e-16	2.36535362635451	6.95315404015557	2.93958330910199
AT1G80750	AT1G80760	0.0109555690809495	18	0.447601524931107	2.08372807323264e-08	11.3294919788571	10.6165752090798	0.937074250892472
AT1G80890	AT1G80900	0.00488251449496491	8	0.62571635243397	6.52979808915329e-17	7.03877261278152	4.06525346917797	0.577551469953153
AT1G80950	AT1G80960	0.00491613649508386	17	0.53683015039092	4.80099166715651e-12	9.8227182756016	1.05399426094379	0.107301688938975
AT2G01340	AT2G01350	0.0696165191740413	118	0.578646873471269	3.75800867954949e-14	1.54795792916254	19.0604536304472	12.313289186586
AT2G01400	AT2G01410	0.368536052439913	506	0.482348570132559	1.06006738376789e-09	4.97373730131179	5.40215072332955	1.08613511250479
AT2G01680	AT2G01690	0.141451414514145	575	0.814934147733109	3.23675728432889e-35	11.1487236652518	9.8274396736214	0.881485627296645
AT2G01860	AT2G01870	0.278796771826853	380	0.464322645329592	5.18065587122266e-09	6.84347484389207	3.52319323913277	0.514825190345704
AT2G02740	AT2G02750	0.0394981412639405	85	0.565894183212765	1.77353100014869e-13	4.58295519738938	0.542268629824901	0.118322917521384
AT2G02955	AT2G02960	0.0189723320158103	48	0.340626333956313	3.14464850434663e-05	1.44267785746469	4.75868647840128	3.2985094030375
AT2G03270	AT2G03280	0.0151994933502217	36	0.707215091633699	5.52112707214664e-23	3.54737277036483	1.6594244439167	0.467789699966051
AT2G07787	AT2G07658	0.651581085001451	1123	0.719419633543485	4.45914994931519e-24	0.209706816516763	0.405756058545802	1.93487300644501
AT2G17140	AT2G17150	0.0471635150166852	212	0.507158579715626	1.02119372697237e-10	0.489136583419558	2.16022947560389	4.4164136333899
AT2G18220	AT2G18230	0.00698080279232112	22	0.520003013638076	2.818762478834e-11	3.27519577135331	9.57992201670619	2.92499217924544
AT2G18390	AT2G18400	0.0229320229320229	28	0.590409366376804	8.4519911893171e-15	6.8222904718919	2.46918791235096	0.361929460864223
AT2G19670	AT2G19680	0.113086419753086	229	0.39450777958914	1.08560469671457e-06	2.0178810632298	7.687136788077	3.80950935521098
AT2G20495	AT2G20500	0.0885174868461776	143	0.593666075826468	5.53188767598431e-15	2.39316898302586	2.42904122685379	1.01498943203859
AT2G20540	AT2G20550	0.166761202495746	294	0.457951466609201	8.88251498072993e-09	0.42739458229317	3.5823555797254	8.38184602271839
AT2G20710	AT2G20720	0.0109056424845899	23	0.350029873710497	1.82427186886404e-05	0.856420119884321	1.05138212842593	1.22764762762456
AT2G21340	AT2G21350	0.0803897685749086	198	0.418182806621748	2.02511266314401e-07	10.6381193863717	1.62963034770743	0.153187822820931
AT2G21530	AT2G21540	0.0274547187797903	72	0.588780074913009	1.04299619934493e-14	77.7770766247934	1.75251645828431	0.0225325575906982
AT2G21940	AT2G21950	0.023546371936569	49	0.846757674869633	1.77300579077361e-40	5.83588254450951	11.652990856875	1.99678296607225
AT2G22000	AT2G22010	0.0262249827467219	95	0.412220888553505	3.1290118985807e-07	1.22386954893571	18.2531307167022	14.914278022993
AT2G22610	AT2G22620	0.000889125989152663	5	0.499295526509261	2.18793080183522e-10	0.452712265841322	0.130001198552384	0.287160760512617
AT2G22730	AT2G22740	0.389735573791846	1496	0.65528196968341	6.72777887284921e-19	0.653779009531678	3.05992393373012	4.68036429606701
AT2G23460	AT2G23470	0.045632333767927	140	0.775183498752414	6.46692445233888e-30	8.39725887004642	2.0066518041903	0.238965099831346
AT2G23740	AT2G23755	0.153469387755102	564	0.55387162881711	7.21477834307377e-13	4.06657572125463	2.6341476643636	0.647755715108362
AT2G23980	AT2G23985	0.209620253164557	621	0.652712119286081	1.02178655790973e-18	8.26669832752235	2.07422829414367	0.250913752016078
AT2G24180	AT2G24190	0.0605515587529976	101	0.379240333747819	2.99812053670033e-06	34.5568117779008	1.20205765107748	0.0347849697131552
AT2G24350	AT2G24360	0.0119189511323004	35	0.603609093167698	1.4717062689031e-15	0.818756468804637	40.1292785879608	49.0124721048598
AT2G25270	AT2G25280	0.0489986389266965	126	0.505212170522739	1.23540898832785e-10	1.03643826254072	8.4931720059179	8.19457589793892
AT2G25605	AT2G25610	0.0270643468655068	49	0.760486702043235	3.18514699382504e-28	6.47672199935502	19.3771268324937	2.99181080096125
AT2G25650	AT2G25660	0.122790697674419	858	0.596279394215053	3.92329040907137e-15	6.20303853536569	4.09728271509713	0.660528334901853
AT2G25840	AT2G25850	0.00872190540087219	39	0.63323693025795	2.1365903067673e-17	5.63094034897825	4.76252328985953	0.8457776134538
AT2G25950	AT2G25964	0.0255447032306536	34	0.349987409261565	1.82883509833956e-05	5.35950626374918	86.3388610612262	16.1094803909845
AT2G26270	AT2G26280	0.0152467567206099	57	0.783490470123088	6.25687096300256e-31	0.691712365456773	23.4777237298347	33.9414544285777
AT2G27480	AT2G27490	0.0118610561988139	21	0.669751902723772	5.91825967798227e-20	2.37272732075715	3.33194521716938	1.4042680707643
AT2G27600	AT2G27610	0.000364497904137051	1	0.531667014141544	8.35067307365874e-12	38.0182448237548	0.26417560570946	0.00694865338823837
AT2G28930	AT2G28940	0.0105022831050228	23	0.491465018319809	4.58499760610794e-10	3.96268253829591	8.1432320344018	2.05497966483676
AT2G29540	AT2G29550	0.127648305084746	241	0.628663780040357	4.22983061649414e-17	3.33496805627822	19.9525562363672	5.98283278869964
AT2G30760	AT2G30766	0.238878504672897	639	0.581947849555987	2.48729883869476e-14	0.177413674185437	11.1985334044127	63.1210274846557
AT2G30910	AT2G30920	0.00197384653343203	8	0.776735029113758	4.21271699426742e-30	3.57307015525928	1.99169399916088	0.557418106171036
AT2G31380	AT2G31390	0.0196124212000934	42	0.35198957123405	1.62498076127467e-05	29.0367964193883	27.2652631092106	0.938990056458334
AT2G31820	AT2G31830	0.0519956060051263	213	0.568126944347113	1.35812431717754e-13	27.83156134808	0.607814356301368	0.0218390319069648
AT2G32280	AT2G32290	0.283508470941454	661	0.465182817748347	4.81285964005735e-09	0.575859946903343	4.61169170491854	8.00835642367155
AT2G32410	AT2G32415	0.0106541129831516	43	0.68096465413349	8.17534958523775e-21	2.16559582434432	2.1485407016064	0.992124512549296
AT2G32710	AT2G32720	0.295139442231076	926	0.735965020670963	1.18016139087587e-25	4.08485340429975	3.65319626641811	0.894327385793753
AT2G33390	AT2G33400	0.2088772845953	400	0.492380587330836	4.20909492262432e-10	21.4589254093287	0.851472216925436	0.0396791638296706
AT2G33490	AT2G33500	0.0333004091999436	118	0.722379864551007	2.37376416401096e-24	4.12712867568274	2.90111059980538	0.702936794023136
AT2G33620	AT2G33630	0.0123762376237624	30	0.719790778546235	4.12206631241094e-24	7.12474538630352	20.0680315178485	2.81666648136323
AT2G34460	AT2G34470	0.0714526457701382	106	0.752994962333057	2.0882169027592e-27	78.3099552275402	14.6288225945659	0.186806678053383
AT2G36355	AT2G36360	0.171368124118477	486	0.350516941092115	1.77269323846993e-05	0.520639121376042	3.58184980017441	6.87971697306885
AT2G37330	AT2G37340	0.0308880308880309	56	0.661462652542749	2.42149870444627e-19	2.09727175052558	19.6592220466114	9.37371232015341
AT2G37680	AT2G37690	0.00412825099766066	15	0.588902208861783	1.02672633124712e-14	4.9290776432674	2.74554744479042	0.557010386829785
AT2G38570	AT2G38580	0.103608660785886	323	0.482748392240762	1.02233377803186e-09	0.811616032970064	2.02061965439454	2.48962510880939
AT2G39270	AT2G39280	0.0413363533408834	146	0.481239489487214	1.17190248103706e-09	19.6928880687394	1.93837090337681	0.0984299964845576
AT2G39910	AT2G39920	0.0125976316452507	25	0.534723835373751	6.02408644121408e-12	2.42801386451771	11.5311947335248	4.74922936068788
AT2G40630	AT2G40640	0.210632232097937	628	0.709003104332601	3.84997046759688e-23	3.02869067013896	1.66483440958378	0.549687832434665
AT2G40720	AT2G40730	0.000222965440356745	1	0.596902733554598	3.61291130482921e-15	0.573156121551175	9.45492865949809	16.4962534708859
AT2G40770	AT2G40780	0.0208631622008591	102	0.516688849571649	3.94954680539619e-11	2.60487512075848	1.91067362104899	0.733499124707616
AT2G41110	AT2G41120	0.096128170894526	108	0.360760186046667	9.59127853747954e-06	69.9129614757316	10.126612023393	0.144845988635572
AT2G41490	AT2G41500	0.0269476593539471	78	0.752577032868733	2.31457681037105e-27	6.00831262529805	4.26538772479233	0.709914412048548
AT2G41540	AT2G41550	0.123282846072561	350	0.625433461529424	6.80603183416729e-17	6.05507311403201	0.734304338854146	0.121270928529743
AT2G41705	AT2G41710	0.0164693772516727	48	0.682719023851556	5.95015433267303e-21	5.26147417627965	9.65575420135422	1.83518038440355
AT2G41750	AT2G41760	0.546439628482972	1059	0.477808876849242	1.59457740074411e-09	1.75986762667635	4.07165901832981	2.31361663605317
