id1	id2	overlapp	overlap	cor	p.value	mean1	mean2	ratio	promoterds	length1	length2	jg	kj
AT5G01210	AT5G01215	0.992749581706637	1780	0.414741111421052	2.60601181191052e-07	5.80244184490212	0.407536228499846	0.0702352973787918	1780	1780	1793	0.00325979878927085	0.000227292932794114
AT2G45310	AT2G45315	0.990369994931576	1954	0.645352557378236	3.30780923529423e-18	1.62646964183811	2.14143939545	1.31661811592739	1992	1962	1984	0.000828985546298731	0.00107935453399698
AT5G38210	AT5G38212	0.990139270102674	4870	0.341466460326624	2.99744642285374e-05	13.1540024057873	0.273096975163908	0.0207615117238959	4870	4881	4956	0.00269494005445345	5.51043129870678e-05
AT1G76880	AT1G76878	0.985781990521327	2912	0.516640979224062	3.96873061851584e-11	9.05745850126313	0.148415120028141	0.016385956392452	2945	2912	2954	0.00311039096884036	5.02420853175833e-05
AT5G10140	AT5G01675	0.973836276083467	6067	0.544939696612588	1.97432171815263e-12	2.70186750907204	0.21782568923626	0.0806204184716197	6078	6067	6230	0.000445338307082914	3.4963995062e-05
AT5G01540	AT5G01542	0.968645237625715	2456	0.430579962449219	7.97373141517216e-08	11.5634430705043	1.81122368894819	0.156633597614901	2456	2494	2577	0.00463650483981728	0.000702841943712918
AT4G38250	AT4G09695	0.959805115712546	1576	0.401080510396667	6.89970353620062e-07	39.1526475329482	1.27883882595674	0.032662895271145	1642	1576	1642	0.0248430504650687	0.000778829979267199
AT2G20500	AT2G07305	0.956566701137539	925	0.562640312700701	2.60731467410959e-13	2.42904122685379	1.1456897205111	0.471663349244613	942	925	967	0.00262599051551761	0.00118478771510972
AT4G39840	AT4G39838	0.954920019389239	1970	0.489724043392434	5.39112799219556e-10	16.3807201378335	4.98402342112201	0.304261557439757	1970	2049	2077	0.00799449494281772	0.00239962610549928
AT4G40080	AT4G40085	0.953656024716787	1389	0.41576273948864	2.41875511637471e-07	2.41076680285314	0.334647078304596	0.138813541777886	1389	1404	1509	0.00171707037240252	0.000221767447517956
