id1	id2	cor	p.value	var1	var2
AT5G41610	AT5G41612	0.411111020414347	3.38986024141293e-07	28.3817590859844	316.544962080173
AT2G04850	AT2G04852	0.401469272320635	6.71513562667013e-07	1656.51364128829	27.3590071899931
AT4G38250	AT4G09695	0.401080510396667	6.89970353620062e-07	48513.5743130109	83.3872746971338
AT4G21065	AT4G06980	0.392380860698296	1.25449129873042e-06	27.9047572146164	22.1640894316951
AT1G48320	AT1G48315	0.374988333514188	3.94287190789877e-06	2073.48084310056	10.7757313109426
AT3G56410	AT3G56408	0.3709332538898	5.10169088343295e-06	175760.473259135	675.55264453856
AT2G42370	AT2G42365	0.368450796275543	5.9631724307122e-06	33.9673003053285	181.391608391608
AT5G64570	AT5G64572	0.36177236084083	9.01601486723726e-06	83872.3282773564	190.931547325914
AT5G01180	AT5G01175	0.360195361855505	9.92719698246955e-06	437.062149118487	43.5103910174333
AT2G31900	AT2G08485	0.350332572876177	1.79205332927103e-05	967.699694671526	11.2665222101842
AT4G31250	AT4G31248	0.341522149004935	2.98792156981678e-05	101.886535999212	37.2479070225549
AT5G38210	AT5G38212	0.341466460326624	2.99744642285374e-05	109073.64581897	48.7291440953413
AT1G09420	AT1G09421	0.337907749144249	3.66891223777569e-05	59566.1798483207	56.6395154141633
AT4G26490	AT4G26488	0.336561802437605	3.95786393526068e-05	33.3698414261795	8.67113168521619
AT3G03700	AT3G03702	0.329951432668357	5.71429624689022e-05	66.3027676548803	303.237072786369
AT1G07130	AT1G07128	0.3277479520237	6.44653131860173e-05	152.946222791293	141.38816113464
AT1G75300	AT1G75295	0.32521138285261	7.39794666840482e-05	615.175613119275	380.659214025411
AT5G01730	AT5G01732	0.316570549052124	0.000117177305147268	12727.4371121836	18.2776519255392
AT3G22210	AT3G04255	0.314171301667776	0.000132811674733791	6311.63193144883	15.1747266817689
AT1G74420	AT1G09453	0.305994821576898	0.000201917368606778	422.692701664533	23.9105683049345
AT2G24540	AT2G24545	0.304511386630605	0.0002175798918736	5961.64256869891	167.708559046587
AT4G09430	AT4G09432	0.301891551236218	0.000248027553739571	164.697035359007	92.5333398995371
AT1G27920	AT1G27921	0.301377025967843	0.000254453570894585	20.7663744705998	4421.34246035654
AT4G04220	AT4G04221	0.300196867346736	0.000269780656970305	6573.15827834138	524.817393873732
AT2G26360	AT2G26355	0.297160423119215	0.000313238185981624	149.247316064217	11766.4304146558
AT5G60020	AT5G60022	0.295576360924508	0.000338401246443009	748.386092780459	7.15384615384615
AT4G37560	AT4G37553	0.295131573609039	0.000345795967518816	16609.8104993598	21.7300305328474
AT1G15170	AT1G15175	0.292422582047675	0.000394159291127778	421.924652811977	121.965625923372
AT1G06000	AT1G06002	0.285804893123055	0.000539777519536203	88856.3894415444	2517.02866147937
AT4G09435	AT4G09432	0.283989004853335	0.000587633419135307	187.509012114646	92.5333398995371
AT5G45480	AT5G45472	0.281767120709072	0.000651495963511422	21084.5475228996	2727.67428346302
AT1G72070	AT1G09297	0.281156292331879	0.000670139169358244	13.919826652221	18.3634393775239
AT1G22810	AT1G05767	0.279514409268951	0.000722710258802836	2291.7868610263	1548.7024524771
AT4G13920	AT4G13918	0.27855967472678	0.000754996364009397	20485.8314783808	292.009553826455
AT2G44260	AT2G44255	0.276738892438339	0.000820269659989133	174.830197971043	262.367280606717
AT1G17860	AT1G05347	0.268503161954888	0.00118525943375469	6947.01132670147	447.513641288289
AT1G56610	AT1G56612	0.267977961813814	0.00121294316689022	2705.98640795824	5534.12656357727
AT5G15850	AT5G15845	0.267732111390115	0.00122610408976496	222630.661774845	201.265241800453
AT4G38550	AT4G38552	0.263684570099433	0.0014623929849128	2902429.84950261	32.8130601792574
AT4G38540	AT4G38545	0.259496463741965	0.0017499448890084	12124.131389737	1012.41288289176
AT5G64000	AT5G09175	0.254124150144804	0.00219384861500898	9495.57214616369	91.3352703634394
AT5G59730	AT5G59732	-0.247136611102073	0.00292333393911604	2870996.79020979	843.162809021964
AT1G79530	AT1G79529	0.237785812015588	0.0042406425440947	638.647099379494	104.254604550379
AT1G28680	AT1G28685	0.226102591206303	0.00662117932061294	3991.58337437211	22.8743228602384
AT1G75290	AT1G75295	0.220217441876657	0.00822160393972315	28.5475228996356	380.659214025411
AT1G31490	AT1G31485	0.217083513838323	0.00920646469758069	47.3023736826554	11.0539741948193
AT4G03140	AT4G04435	0.207565475981301	0.0128647899099993	50.4585836698513	128.7616468039
AT2G30360	AT2G30362	0.204683469996653	0.0141987138588305	454531.524475524	17.4999507534719
AT3G13060	AT3G13061	0.203263438793655	0.014899271368723	42630.0557470698	687.240520043337
AT5G45470	AT5G45472	0.199994628081258	0.0166274028421115	14617.8548212351	2727.67428346302
AT2G42360	AT2G42365	0.1916040132094	0.0218812139145602	3031.99281000689	181.391608391608
AT1G15700	AT1G05183	0.190821667131784	0.0224370239512881	201.203092681966	34.7859745887915
AT5G45480	AT5G45475	0.181631739527573	0.0299290174966035	21084.5475228996	86.9820742637644
AT3G01930	AT3G01065	0.179245098513865	0.0321913300960373	2329.78469417906	26.5909583374372
AT1G66880	AT1G08857	0.178312546466669	0.0331138738505011	415901.270855905	42.4193834334679
AT4G37430	AT4G37432	0.175056686826293	0.0365122191017076	23578.60070915	211.827834137693
AT5G53370	AT5G07985	0.173820388727849	0.0378774477631087	123332.588397518	81.1086378410322
AT2G05810	AT2G05812	0.167883985012673	0.0450455283391269	32613.770609672	229.232345119669
AT1G03550	AT1G03545	0.16598179721575	0.0475690572843618	1553.96562592337	27.2806067172264
AT5G41860	AT5G06235	0.165044247445633	0.04885547101927	27.1184871466562	237.487639121442
AT3G52540	AT3G52535	0.164274781554913	0.0499327239447121	10.3872746971339	184.488033093667
AT1G32460	AT1G06573	0.163239351344989	0.051413352642018	8664.19659214025	23.9818772776519
AT1G69570	AT1G69572	0.158762637807114	0.0582392760997503	5406.84231261696	31.2330345710627
AT5G54570	AT5G54569	0.155182426294842	0.0642195543204304	6.88880133950556	138.84231261696
AT4G01595	AT4G01593	0.149933014185205	0.0738858779005205	765.530089628681	2912.74322860238
AT3G05700	AT3G01715	0.13913870590594	0.0974536553868128	780.334876391214	165.432581503004
AT1G16820	AT1G05273	0.125694956532224	0.134695308532999	176.555106864966	71.6007091500049
AT3G49710	AT3G08070	0.122456173523656	0.145116356737074	38.5875110804688	77.6227715946026
AT1G67370	AT1G67365	0.119698602505551	0.154461145505033	18.9643455136413	999.871171082439
AT1G68940	AT1G09023	0.111355634393539	0.185484940228179	16.8679208115828	1931.00581109032
AT4G36030	AT4G36032	-0.105503047328973	0.209819032729369	1489.3331035162	3210.05781542401
AT5G52100	AT5G07885	0.102491090089159	0.223197789591897	10335.6446370531	54.1521717718901
AT1G15410	AT1G05163	0.0998616467381911	0.235361907095147	8165.22298827933	12406.7078695952
AT5G07150	AT5G07152	0.0946616253773904	0.260766745775766	42.6433566433566	527.478873239437
AT1G31200	AT1G06423	0.0944625928070446	0.261775045104436	14.8798384713878	12.2745001477396
AT5G45040	AT5G06695	0.0885102880499027	0.293164733128508	5553.1649758692	7614.3859942874
AT4G31400	AT4G31398	0.0867113843896161	0.303123745962601	89.0044321875308	12.6617748448734
AT4G26090	AT4G26095	0.0866630417750154	0.303394412350763	23056.6677829213	516.02541120851
AT1G17250	AT1G17255	-0.0863039323237693	0.305410010427993	2308.05308775731	403.625430907121
AT5G58540	AT5G08835	0.0856696590293824	0.308991457691259	322.050723923963	73.7023539840441
AT4G16670	AT4G06410	0.0848079881441018	0.313900736951555	2052.21826061263	755.283167536689
AT2G07739	AT2G07763	0.0825245815815643	0.327154332890953	377.391608391608	28963.6371515808
AT1G68290	AT1G08973	0.0824507660525732	0.327588693672022	97.068649660199	143.63961390722
AT5G01600	AT5G01595	0.0820293963623226	0.330075291699602	1068503.10440264	104.805377720871
AT1G03410	AT1G04183	0.0771245750038246	0.35990510989391	1660.98571850685	1102.02639613907
AT3G46660	AT3G46658	0.0715044078213524	0.39607566691414	10715.0327981877	276.600709150005
AT2G31750	AT2G31751	0.0657806036425964	0.435059172857161	18602.8431990545	168.190781049936
AT1G71530	AT1G71528	-0.0597383544592758	0.478491793914147	92.6852161922585	208.541022357924
AT4G38210	AT4G38215	0.0584401550415548	0.488120049377607	11.6135132473161	10.8583669851275
AT1G33612	AT1G33615	-0.0509497841919836	0.545633469146833	732.062149118487	23.1585738205457
AT3G57770	AT3G57765	-0.0490874971165013	0.560431738400385	3670.28218260613	206.510095538265
AT4G17100	AT4G17098	0.0445084260004627	0.59761472397101	49919.7360386093	589.200531862504
AT1G80320	AT1G80325	-0.0364094475512889	0.665948142580391	115.60868708756	210.665616074067
AT5G18470	AT5G02895	0.0345961868816557	0.681657710609895	63225.9289865064	32.0845070422535
AT2G14120	AT2G14115	0.00733732722698788	0.930693160961357	23520.4377031419	68.2178666404019
AT1G06450	AT1G04463	0.00524035182950998	0.950470514097721	101.49660198956	113.935388555107
AT1G71490	AT1G09257	0.000634329923565761	0.994000835794774	37.2099871959027	130.33054269674
