id1	id2	overlapp	overlap	cor	p.value	mean1	mean2
AT5G18260	AT5G18255	0.732859319451498	1443	0.556158042866055	5.5489183643595e-13	12.36095584389	11.1420117959782
AT1G30280	AT1G30282	0.765531062124248	1337	0.55210655671182	8.82366438850547e-13	10.2470037150321	0.572053693286317
AT5G10140	AT5G01675	0.973836276083467	6067	0.544939696612588	1.97432171815263e-12	20.5574067748031	2.03380465049775
AT1G33420	AT1G33415	0.351213782302271	2691	0.538492128116289	4.00939970309091e-12	16.5720684265029	11.9951425418104
AT5G10970	AT5G10965	0.178120922140061	819	0.53160321197672	8.40749565380494e-12	0.874571115028733	0.996388338485347
AT5G06860	AT5G06865	0.766451612903226	1188	0.53011450434691	9.84492374983647e-12	44.1530097092282	14.1004372248324
AT4G28650	AT4G28652	0.766201117318436	2743	0.526230008695337	1.48082702316999e-11	0.54977584211808	13.8200356566207
AT1G78270	AT1G78265	0.996236559139785	1853	0.525829206933254	1.54407883404283e-11	12.4956713938331	7.60643944883963
AT4G26790	AT4G26795	0.790448744339234	1920	0.524255169494541	1.81877247607241e-11	4.40654119627168	1.884337251
AT3G02910	AT3G01205	0.824935952177626	966	0.520759689478043	2.60849828833525e-11	26.9695081835608	0.795713430506917
AT2G45380	AT2G09610	0.176674937965261	356	0.518172514126609	3.39753059131618e-11	57.2417903925991	0.710495149557429
AT1G76880	AT1G76878	0.985781990521327	2912	0.516640979224062	3.96873061851584e-11	30.8635872136095	0.621118682050309
AT2G46570	AT2G46572	0.941453566621803	2798	0.512310096990773	6.13319449470098e-11	1.4518995891563	2.57997508935309
AT3G15190	AT3G03025	0.347262247838617	482	0.504331074604081	1.34610013884965e-10	149.70404900745	0.64671479457524
AT1G26220	AT1G26218	0.619243421052632	753	0.498555710149765	2.34821971402425e-10	7.70144733761256	1.71294721727398
AT3G52610	AT3G52605	0.540044317822096	853	0.491243833426436	4.68055702848669e-10	15.7981346683383	0.811563002859893
AT3G01140	AT3G01142		                1579	0.490755525	    4.8983790066801e-10	    104.5734266	        143.4206638	
AT4G39840	AT4G39838	0.954920019389239	1970	0.489724043392434	5.39112799219556e-10	41.7677684687985	15.2888579273303
AT1G15000	AT1G15002	0.707198443579767	1454	0.4888987512008	5.81950769603365e-10	10.076376904424	2.45897379910778
AT3G48120	AT3G48115	0.375994544214594	827	0.488316731952149	6.14117452587272e-10	4.4308163267705	16.1640241210048
AT4G26510	AT4G26488	0.00146056475170399	6	0.486391163372689	7.33233031626139e-10	64.3567295716544	0.517120000846868
AT2G19570	AT2G19572	0.776717557251908	1221	0.482487817797909	1.04677579480592e-09	15.4898374900618	1.94757934780555
AT3G63440	AT3G63445	0.722860378579518	2234	0.480973359247047	1.20038445213228e-09	6.19074439834987	4.67899787176998
AT3G24520	AT3G24518	0.562976802117391	1808	0.476176271027335	1.84408915726503e-09	24.0337914788572	2.79588292538108
AT1G72600	AT1G09327	0.334640522875817	768	0.475589462049331	1.94264840586009e-09	2.73039501085902	1.18502352527028
AT1G55265	AT1G08043	0.844333748443338	678	0.463480067354217	5.5670683607477e-09	20.0128633757139	6.59428989760161
AT2G33050	AT2G33051	0.699470309450795	2509	0.441181308239207	3.48682405905354e-08	19.8497228102264	4.91720785167318
AT4G38530	AT4G38545	0.0225658169661513	54	0.440833610694407	3.5843261913903e-08	3.42553584850845	7.62822962121432
AT3G62090	AT3G09745	0.924955595026643	2083	0.438295631690292	4.37956473019751e-08	6.71585800697789	3.58305022305941
AT2G45243	AT2G45245	0.450206689214581	599	0.437367969604406	4.71044564717724e-08	1.31945036472405	16.6406398242649
AT1G79720	AT1G09913	0.229751191106406	434	0.430706345914442	7.89679637816406e-08	17.2082597604788	0.843837628551954
AT5G01540	AT5G01542	0.968645237625715	2456	0.430579962449219	7.97373141517216e-08	47.2664057062466	5.7674795361476
AT5G67490	AT5G67488	0.798888888888889	719	0.428716641861289	9.19479763411244e-08	15.2302386606978	0.726130148680314
AT2G23670	AT2G23672	0.669625246548323	679	0.427692672855499	9.94008041654277e-08	22.899557333341	2.16591154464058
AT1G80310	AT1G80325	0.481396019613499	1669	0.427024902664357	1.04569037770646e-07	34.8125377479086	4.28548656865754
AT5G19220	AT5G19221	0.799329983249581	2386	0.423972743077473	1.31648528841398e-07	283.119769935776	1.74646270802955
AT3G46670	AT3G46668	0.601368383147281	1670	0.422640052166609	1.45471201900325e-07	18.6885333412208	2.57639122451831
AT4G40080	AT4G40085	0.953656024716787	1389	0.41576273948864	2.41875511637471e-07	4.70430204480171	0.56402706828398
AT5G01210	AT5G01215	0.992749581706637	1780	0.414741111421052	2.60601181191052e-07	13.2753306459373	1.03928910782992
AT5G41610	AT5G41612	0.813876651982379	2956	0.411111020414347	3.38986024141293e-07	1.16281530966632	4.75241529351388
AT2G04850	AT2G04852	0.413517441860465	569	0.401469272320635	6.71513562667013e-07	7.66725724110704	1.6608426482358
AT4G38250	AT4G09695	0.959805115712546	1576	0.401080510396667	6.89970353620062e-07	78.6315967566418	3.10106654121602
AT4G21065	AT4G06980	0.0262954369682908	34	0.392380860698296	1.25449129873042e-06	1.39423195578566	1.14955098206685
AT1G48320	AT1G48315	0.475013150973172	903	0.374988333514188	3.94287190789877e-06	13.1762660150213	0.890619175675608
AT3G56410	AT3G56408	0.856740175758581	5167	0.3709332538898	5.10169088343295e-06	100.826097074194	7.58276352195514
AT2G42370	AT2G42365	0.409074005206396	2200	0.368450796275543	5.9631724307122e-06	1.57363344531918	4.71546602529031
AT5G64570	AT5G64572	0.45114671693371	1436	0.36177236084083	9.01601486723726e-06	64.0272084708654	2.70476631138261
AT5G01180	AT5G01175	0.100840336134454	198	0.360195361855505	9.92719698246955e-06	4.11918477866154	1.8795328565644
AT2G31900	AT2G08485	0.0336633663366337	340	0.350332572876177	1.79205332927103e-05	10.5703442890525	0.657837860841449
AT4G31250	AT4G31248	0.554928642548955	1672	0.341522149004935	2.98792156981678e-05	2.90846912604997	1.27009571802223
AT5G38210	AT5G38212	0.990139270102674	4870	0.341466460326624	2.99744642285374e-05	83.9734648183151	1.71372116028303
AT1G09420	AT1G09421	0.203985932004689	696	0.337907749144249	3.66891223777569e-05	36.2592222339179	1.32525524875104
AT4G26490	AT4G26488	0.67012987012987	1032	0.336561802437605	3.95786393526068e-05	1.21035325501001	0.517120000846868
AT3G03700	AT3G03702	0.796281951975213	2056	0.329951432668357	5.71429624689022e-05	1.70220716312078	2.26076761632666
AT1G07130	AT1G07128	0.819503849443969	958	0.3277479520237	6.44653131860173e-05	2.03142783810489	2.93490465724598
AT1G75300	AT1G75295	0.643773272652048	1556	0.32521138285261	7.39794666840482e-05	6.36334528814406	4.93004319743674
AT5G01730	AT5G01732	0.709792284866469	3588	0.316570549052124	0.000117177305147268	23.4194621701801	0.851263700787627
AT3G22210	AT3G04255	0.369883040935673	253	0.314171301667776	0.000132811674733791	21.19736192937	1.16705604201407
AT1G74420	AT1G09453	0.566954298497923	887	0.305994821576898	0.000201917368606778	2.75966520470063	1.74679458953547
AT2G24540	AT2G24545	0.528862478777589	1246	0.304511386630605	0.0002175798918736	7.65447137273919	3.40644907758741
AT4G09430	AT4G09432	0.0887006908847782	199	0.301891551236218	0.000248027553739571	1.27448641286015	3.96065892282493
AT1G27920	AT1G27921	0.836563645887899	3194	0.301377025967843	0.000254453570894585	0.846702952350969	20.9255336406911
AT4G04220	AT4G04221	0.835036057692308	2779	0.300196867346736	0.000269780656970305	19.1659845220785	4.22965991590647
AT2G26360	AT2G26355	0.0147438260228529	20	0.297160423119215	0.000313238185981624	3.99442546731294	21.4108513677626
AT5G60020	AT5G60022	0.81169757489301	2276	0.295576360924508	0.000338401246443009	6.30511401516984	0.601348435669906
AT4G37560	AT4G37553	0.710773040863258	2009	0.295131573609039	0.000345795967518816	35.9428778165372	1.03216524907712
AT1G15170	AT1G15175	0.130492676431425	245	0.292422582047675	0.000394159291127778	9.7593319195827	3.96430253089581
AT1G06000	AT1G06002	0.959608323133415	1568	0.285804893123055	0.000539777519536203	58.3101022607744	13.4245839611758
AT4G09435	AT4G09432	0.702323542306006	1602	0.283989004853335	0.000587633419135307	1.00463599029445	3.96065892282493
AT5G45480	AT5G45472	0.313294797687861	2981	0.281767120709072	0.000651495963511422	31.7988898889205	8.58877564683791
AT1G72070	AT1G09297	0.306625577812018	398	0.281156292331879	0.000670139169358244	1.04185306462416	0.84203484327494
AT1G22810	AT1G05767	0.391185937113147	790	0.279514409268951	0.000722710258802836	5.8549360950416	16.2959348412114
AT4G13920	AT4G13918	0.767966573816156	2757	0.27855967472678	0.000754996364009397	26.4741011394654	2.7273605483516
AT2G44260	AT2G44255	0.941058439929772	1876	0.276738892438339	0.000820269659989133	3.18741066213134	5.03773824972226
AT1G17860	AT1G05347	0.88875	711	0.268503161954888	0.00118525943375469	28.4849192309723	1.35979729563962
AT1G56610	AT1G56612	0.405446293494705	938	0.267977961813814	0.00121294316689022	22.8910779302998	14.2839283148335
AT5G15850	AT5G15845	0.346766455574746	1807	0.267732111390115	0.00122610408976496	43.4593580740775	2.73354349001972
AT4G38550	AT4G38552	0.987293519695044	3108	0.263684570099433	0.0014623929849128	420.904314956906	1.08835140001893
AT4G38540	AT4G38545	0.752429235318969	1781	0.259496463741965	0.0017499448890084	29.2788876620746	7.62822962121432
AT5G64000	AT5G09175	0.824229979466119	2007	0.254124150144804	0.00219384861500898	14.3901638312289	4.25324878321453
AT1G79530	AT1G79529	0.21765601217656	429	0.237785812015588	0.0042406425440947	9.79126706227467	2.43237576928699
AT1G28680	AT1G28685	0.844702467343977	1455	0.226102591206303	0.00662117932061294	19.6701652157157	1.58288863326778
AT1G75290	AT1G75295	0.182993021452572	354	0.220217441876657	0.00822160393972315	1.22623567378918	4.93004319743674
AT1G31490	AT1G31485	0.644412191582003	1332	0.217083513838323	0.00920646469758069	0.877874133302969	0.710210619506536
AT5G59730	AT5G59732	0.98092280390417	2211	-0.247136611102073	0.00292333393911604	346.689482187113	4.25778265303795
