id1	id2	overlapp	overlap	cor	p.value	mean1	mean2
AT5G04660	AT5G04670	0.311550688802543	1764	0.526080605774803	1.50410568145143e-11	1.81463119894829	21.9299494110026
AT1G60989	AT1G60990	0.151033862750974	504	0.517642980676885	3.58538429388249e-11	7.59727230812945	23.9099019566099
AT2G01750	AT2G01755	0.124111993313832	594	0.512552595467474	5.98648989506773e-11	10.4767086261818	2.6368634277643
AT3G13530	AT3G13540	0.158401838592769	1792	0.498880567753355	2.27648587496699e-10	37.1749150134861	0.748513549020909
AT3G10400	AT3G10405	0.385457112601483	1092	0.486274971649726	7.41092626641025e-10	3.1096772604295	22.8729507558205
AT1G21270	AT1G21280	0.244176706827309	912	0.485720339578742	7.79743610543789e-10	87.4160933296935	4.25713992222029
AT3G15920	AT3G15930	0.339169811320755	2247	0.484928482295086	8.38313757360071e-10	28.9684937730936	1.68760206247873
AT1G05750	AT1G05760	0.248295102293862	801	0.481475262659018	1.14721477127769e-09	5.56293461844189	1.21513315569128
AT3G05230	AT3G05240	0.512371756185878	1698	0.480191923758153	1.28792640533463e-09	30.9028519826204	0.775933737936049
AT5G04600	AT5G04610	0.393139841688654	1341	0.476948438933068	1.7217173675162e-09	47.5710672731044	0.728811695650568
AT1G12310	AT1G12320	0.369723043828986	1375	0.449653285991362	1.76363163731698e-08	24.3618227231874	5.37641995345834
AT1G56570	AT1G56580	0.322053340980786	1123	0.433756187057488	6.24192412538647e-08	4.63863394355039	80.989705874091
AT3G02780	AT3G02790	0.158725048293625	493	0.433002889998736	6.61665100515835e-08	68.7874941639897	5.04055330905091
AT1G03290	AT1G03300	0.350751366120219	2054	0.408761073363408	4.01234471481205e-07	76.9793333530168	2.34780050669298
AT3G23100	AT3G23110	0.438538205980066	2508	0.393137582402135	1.19172505727339e-06	7.40932120307788	19.6489890450422
AT1G72540	AT1G72545	0.37813720022309	678	0.333601040478878	4.67036552792886e-05	0.751995316912227	0.602110196093498
AT1G19540	AT1G19550	0.268385140257771	708	0.333190885228038	4.77806592279595e-05	3.81407768193695	239.679411650822
AT3G02400	AT3G02410	0.426923804121762	2258	0.329833302466022	5.751486976785e-05	4.33087046657384	1.12472213338457
AT3G01950	AT3G01960	0.365281501340483	545	0.324014659273718	7.89104413718004e-05	0.537879108708779	3.0733840463208
AT3G04440	AT3G04443	0.729058561897702	1967	0.301098637723687	0.000257994479598075	1.02163773309356	1.79392453500129
AT3G10120	AT3G10130	0.236608509335782	773	0.285673123089966	0.000543125435900246	2.13540041182527	57.834291998808
AT5G65610	AT5G65613	0.307498424700693	488	0.278390258483587	0.000760862037852082	0.903991085382999	8.7965294011029
AT3G54420	AT3G54430	0.675698560541914	1596	0.274357199322463	0.000913470373776013	9.32060634400401	3.40878393639017
AT4G10910	AT4G10920	0.29119373776908	744	0.271280519984862	0.00104822989289245	0.510288571767221	22.9357606949582
AT1G31910	AT1G31920	0.273150105708245	1938	0.267562446591119	0.00123526257586718	96.7698788903502	15.7205420482871
AT2G41340	AT2G41342	0.222553191489362	523	0.249177768890623	0.00269036898630172	3.84667996506424	0.737098510197748
AT5G15760	AT5G15770	0.350649350649351	567	0.242738595404275	0.00348827315932661	7.8796963817645	5.47544993788586
AT2G34110	AT2G34090	0.290610197826693	3129	-0.301419458602046	0.000253917833453908	0.755547246806869	31.2917423900745
AT5G53430	AT5G53440	0.107550707346174	631	0.894535649376151	3.69066382055517e-51	14.2668496545196	45.3129452373775
AT1G07950	AT1G07960	0.00549786194257789	9	0.880634337567474	1.37830763831398e-47	9.14224927549731	20.608307426623
AT5G64600	AT5G64610	0.00720331352422114	20	0.877656317639173	7.02698871821082e-47	12.0555798887957	26.755747147912
AT1G54360	AT1G54370	0.012070006035003	40	0.87375183221127	5.58220396973314e-46	29.727983649271	51.8759276319055
AT1G59750	AT1G59760	0.00374041518608566	20	0.859512579763169	6.19894991930406e-43	64.296191577566	36.5536748273944
AT5G20590	AT5G20600	0.00832238282961016	19	0.850231615956809	4.00337863069384e-41	13.0941939983837	18.9140775810147
AT2G21940	AT2G21950	0.023546371936569	49	0.846757674869633	1.77300579077361e-40	18.2243463794928	23.2542263815941
AT1G03030	AT1G03040	0.00869565217391304	23	0.839018810564726	4.29034843535188e-39	17.3133751574008	39.563822275101
AT5G58250	AT5G58260	0.156065088757396	211	0.834522590101461	2.53083435361134e-38	89.0648746220448	26.1386578285812
AT4G38500	AT4G38510	0.00748309109224349	26	0.833008094260937	4.54671501877613e-38	34.0589623274787	133.796510699909
AT2G42120	AT2G42130	0.0212936922458819	53	0.831254349349381	8.89523190251973e-38	12.3533186496738	54.6968631496928
AT4G02610	AT4G02620	0.0290697674418605	55	0.817936825385547	1.14370532936299e-35	15.6178218758555	93.3734730171272
AT2G01680	AT2G01690	0.141451414514145	575	0.814934147733109	3.23675728432889e-35	48.5391894506803	77.9840810366574
AT2G46225	AT2G46230	0.024487756121939	49	0.81341180097776	5.44557008973779e-35	20.1302132209098	24.5394155283172
AT4G16430	AT4G16440	0.036128456735058	81	0.813122604106897	6.00799726422544e-35	22.9059431091403	11.0796688161802
AT5G63050	AT5G63060	0.00980610652997549	22	0.810345776191278	1.53060070935526e-34	41.9320156591459	12.4653341186453
AT3G08010	AT3G08020	0.0180394826412526	53	0.804817435481573	9.41595956877469e-34	73.3813543969059	33.9656611503886
AT3G61530	AT3G61540	0.164902280130293	405	0.804014787139615	1.21988894628843e-33	9.19148103440287	22.9397813034309
AT1G21640	AT1G21650	0.0274905422446406	218	0.802947832762968	1.71792313193348e-33	138.024011018426	21.8479535321434
AT1G68980	AT1G68990	0.00842000990589401	34	0.801162457941621	3.03232664975731e-33	7.47830684309612	30.8073770834549
AT1G69010	AT1G69020	0.12745262451786	380	0.800102270554959	4.23769257573199e-33	19.2271894184685	8.46006273066588
AT5G51630	AT5G51640	0.157082748948107	728	0.797326561695168	1.00827903345293e-32	8.63391412354878	24.3917181647321
AT1G04130	AT1G04140	0.00631521142229544	23	0.797059075919754	1.09533909565891e-32	9.21158227431102	252.036263125177
AT3G21810	AT3G21820	0.0352228948816731	128	0.793642335083276	3.12103379799218e-32	23.2196458113631	10.6835565055502
AT1G21770	AT1G21780	0.300490751226878	398	0.791557845589491	5.85519437038122e-32	46.2584490796596	44.7587593947591
AT1G18630	AT1G18640	0.00971370143149284	19	0.790246356983403	8.66688902834319e-32	9.05854840416248	17.4014931647713
AT5G59000	AT5G59010	0.104135893648449	282	0.789901747119708	9.60319381904843e-32	7.39143633168604	13.4352449983981
AT5G48800	AT5G48810	0.00171086398631309	3	0.788652287449842	1.39076219752801e-31	12.4136896498912	285.030878111411
AT5G13260	AT5G13270	0.0202214732787675	63	0.784854019266924	4.22261920023827e-31	30.6285061876224	7.02610318252564
AT2G26270	AT2G26280	0.0152467567206099	57	0.783490470123088	6.25687096300256e-31	5.20746883862927	137.553270323535
AT3G56840	AT3G56850	0.0499092558983666	110	0.783442232940305	6.34418651618106e-31	14.5278474386675	20.0497461403394
AT3G07170	AT3G07180	0.00712143928035982	19	0.783348359833571	6.5175511374299e-31	29.875230350581	31.9309920406306
AT2G46910	AT2G46915	0.0234403173458348	65	0.781342308648839	1.15586805999387e-30	42.8908578442148	46.2206391796934
AT3G58520	AT3G58530	0.000869376222560313	2	0.78009815756663	1.64404071814749e-30	2.24989264911029	19.2425541089548
AT1G47250	AT1G47260	0.518569463548831	1508	0.779737419001625	1.82007554495391e-30	16.9183999564594	61.585623355612
AT2G30910	AT2G30920	0.00197384653343203	8	0.776735029113758	4.21271699426742e-30	20.9330345638523	12.1239042560098
AT1G31800	AT1G31810	0.00574767698055369	30	0.775894906915104	5.31539853175051e-30	105.745590585881	31.9449542975841
AT2G23460	AT2G23470	0.045632333767927	140	0.775183498752414	6.46692445233888e-30	41.5786462197076	7.9026835433144
AT4G35040	AT4G35050	0.121137712297933	296	0.775016536242649	6.77079315183892e-30	34.1145591822149	7.36433992088685
AT3G33530	AT3G33520	0.00428808108371504	22	0.773220863361022	1.10671395580401e-29	78.0140907563281	28.0674615799731
AT5G42810	AT5G42820	0.0495679112995271	152	0.771949452212034	1.56296146006217e-29	21.5706349917444	37.8740761558147
AT3G52030	AT3G52040	0.0236842105263158	36	0.768954052137132	3.49410780108291e-29	18.0281465648219	12.5630758975031
AT1G53190	AT1G53200	0.000938526513374003	3	0.76645842243335	6.76756091097639e-29	28.5893679448272	11.2053617066017
AT1G47230	AT1G47240	0.0184813177983126	46	0.764077475081145	1.26189111351455e-28	8.81472368635572	11.2596106860285
AT1G21160	AT1G21170	0.0765251662698087	466	0.760861765709678	2.89373988787424e-28	21.8315005123923	28.4165183147562
AT5G39590	AT5G39600	0.0137748344370861	26	0.760755461929116	2.97356699440563e-28	141.836298144924	12.4792856716228
AT2G25605	AT2G25610	0.0270643468655068	49	0.760486702043235	3.18514699382504e-28	16.6897487645287	36.5144622326512
AT3G06950	AT3G06960	0.0238095238095238	45	0.760237482454957	3.39449993314505e-28	9.97386520599057	15.8990358656679
AT5G64960	AT5G64970	0.208722212794841	615	0.759166555025695	4.45854702471475e-28	84.8326533579674	3.28462960372326
AT3G58590	AT3G58600	0.0035799522673031	9	0.758138988436016	5.78411806600344e-28	3.2878408737296	20.1978285651609
AT2G45320	AT2G45330	0.141309467734338	300	0.757367808720596	7.02596305909383e-28	8.89861619928249	22.5325445748452
AT5G58060	AT5G58070	0.156188328164646	277	0.753371567304169	1.90292932491781e-27	70.102379023867	148.934996333157
AT2G34460	AT2G34470	0.0714526457701382	106	0.752994962333057	2.0882169027592e-27	127.216434658401	43.0231884709325
AT2G47820	AT2G47830	0.00203340595497458	7	0.752797785909093	2.19216879733426e-27	8.50038389318909	19.2683839921792
AT1G21370	AT1G21380	0.00125601842160352	3	0.752664091651053	2.26552225818958e-27	24.6810457266303	135.03235547678
AT2G41490	AT2G41500	0.0269476593539471	78	0.752577032868733	2.31457681037105e-27	24.6783014508405	22.0951811198288
AT3G10220	AT3G10230	0.0120593692022263	26	0.749105159643243	5.3996198865205e-27	18.4897912409902	100.157392212246
AT5G66410	AT5G66420	0.0022688598979013	6	0.748726091368135	5.91787555969309e-27	10.6429922881656	78.3555441860986
AT5G22830	AT5G22840	0.00287459575997125	8	0.748161093104381	6.7820284111963e-27	70.1823514299942	12.9154853069115
AT3G10350	AT3G10360	0.011906372615343	44	0.746921298793105	9.13483934651551e-27	60.3937444779594	39.1959966794139
AT3G63490	AT3G63500	0.00865656733810554	26	0.746250745083492	1.07236763869504e-26	224.704666718433	122.192189699203
AT3G32930	AT3G32940	0.0338692390139336	79	0.745449839978184	1.29789335966556e-26	49.1122414872428	21.7386511249154
AT4G10100	AT4G10110	0.105216228265716	118	0.745256385493519	1.3589877014413e-26	25.0148677441162	9.63203015459821
AT1G67430	AT1G67440	0.0213406292749658	39	0.744519163696839	1.61874249639658e-26	230.681553280853	17.6195028110334
AT4G21800	AT4G21810	0.0204127920163302	45	0.744399325020053	1.66533327599662e-26	33.8769711260532	55.6707388503911
AT4G31150	AT4G31160	0.00272736808979335	13	0.742125087746464	2.84494623931911e-26	7.60623175202503	34.7419780325262
AT5G07830	AT5G07840	0.0190939722950206	51	0.740629254383904	4.0338235059647e-26	53.9108350285907	22.4053221432135
AT4G10750	AT4G10760	0.0505747126436782	121	0.739895201508074	4.78356797560232e-26	9.0290051609297	19.8624752856501
AT4G33630	AT4G33640	0.0115884115884116	29	0.737145130123774	9.01397802990949e-26	86.1234585369295	31.829570730287
AT2G32710	AT2G32720	0.295139442231076	926	0.735965020670963	1.18016139087587e-25	19.2077775978582	14.8028876914794
AT1G01040	AT1G01050	0.00399321154038135	20	0.734344718335906	1.70451611420092e-25	108.20121866737	68.5336520424687
AT3G19480	AT3G19490	0.0343229792345976	100	0.734217134085861	1.75437839773467e-25	28.5440847590053	118.850316923245
AT3G13674	AT3G13677	0.0724863600935308	93	0.73391334279113	1.87893096121278e-25	1.78890642924218	6.42317018023171
AT3G20730	AT3G20740	0.0135754907356448	37	0.731207914937902	3.44664893981444e-25	2.50458234140061	19.8650620567403
AT4G09000	AT4G09010	0.0106951871657754	23	0.730784561558505	3.78738651581883e-25	542.324615055384	210.312529893811
AT5G07940	AT5G07950	0.029706390328152	129	0.730670464285119	3.88472913545604e-25	69.5677111857163	8.8788625424822
AT1G27060	AT1G27070	0.006941431670282	16	0.730203186747676	4.3096141514296e-25	5.30924744997556	8.92397966662142
AT5G04750	AT5G04760	0.023721881390593	29	0.729713742597371	4.80345496371069e-25	29.1299323648961	25.969880223085
AT3G23070	AT3G23080	0.0231686541737649	68	0.729488903173984	5.04850732525125e-25	25.785210099271	37.4820121069453
AT3G20790	AT3G20800	0.0303662934143101	80	0.729459403978931	5.08155401067735e-25	27.2922764974275	17.7608567704773
AT4G36960	AT4G36970	0.00918580375782881	22	0.729043184863418	5.57104888614189e-25	29.7014114056497	15.7646201258319
AT5G67080	AT5G67090	0.0216415940881499	41	0.72886825939739	5.7902960282522e-25	15.6191384248489	2.36012949153989
AT5G67380	AT5G67385	0.121185701830863	417	0.728021809848937	6.97646669184268e-25	53.9202331695266	80.8630247559553
AT4G35850	AT4G35860	0.0192552225249773	53	0.724993345860276	1.35125065138571e-24	32.6216132371415	52.387470966306
AT4G28760	AT4G28770	0.0403371462974112	134	0.724798526053006	1.40952889204975e-24	54.8578597627769	40.6435225845151
AT4G32660	AT4G32670	0.00118483412322275	4	0.724103096845659	1.63834606190246e-24	44.5481896221243	16.3926289966052
AT3G14890	AT3G14900	0.00211352657004831	7	0.722494893746186	2.31593388319573e-24	12.2446955390325	8.10811094038283
AT2G33490	AT2G33500	0.0333004091999436	118	0.722379864551007	2.37376416401096e-24	29.1583906888066	11.0438234031046
AT5G10540	AT5G10550	0.371566532098472	2347	0.720005299940074	3.93875237789639e-24	57.6168508144149	46.7628564117347
AT2G33620	AT2G33630	0.0123762376237624	30	0.719790778546235	4.12206631241094e-24	32.1369651132749	67.0815480573858
AT2G07787	AT2G07658	0.651581085001451	1123	0.719419633543485	4.45914994931519e-24	0.565890227422121	1.12803060393265
AT5G17360	AT5G17370	0.0225663716814159	51	0.716764641552949	7.79578680147118e-24	2.33528154803687	16.8185247670691
AT5G42980	AT5G42990	0.103244005641749	183	0.712527930329829	1.8763342655231e-23	581.622213977354	27.434443760988
AT5G65620	AT5G65630	0.0123171670515781	48	0.711890069397955	2.13867048628415e-23	168.38649355541	73.6203171192057
AT5G48965	AT5G48970	0.00589765828274068	17	0.711431722460105	2.34902502899608e-23	7.53119685580844	12.9829501415184
AT3G22780	AT3G22790	0.00020240866309078	1	0.710292387684025	2.96362634828723e-23	25.867907252925	20.7494178532769
AT2G40630	AT2G40640	0.210632232097937	628	0.709003104332601	3.84997046759688e-23	14.5328626648472	5.92068778020046
AT1G79270	AT1G79280	0.077856476143414	709	0.708568516182379	4.20360102491774e-23	148.113993401408	92.4366724795475
AT4G32175	AT4G32180	0.0042679312388856	18	0.708219744698981	4.51023182881818e-23	9.33654352517955	80.8310731671103
AT1G04230	AT1G04240	0.265835929387331	640	0.707264100266823	5.46703578540995e-23	12.9903494484121	60.5944976506351
AT2G03270	AT2G03280	0.0151994933502217	36	0.707215091633699	5.52112707214664e-23	11.7759574469862	6.12215367533412
AT5G10050	AT5G10030	0.0101367279585101	43	0.706718478940666	6.09966172081115e-23	13.3708807207256	18.9426933621004
AT1G64960	AT1G64970	0.0140373265273568	44	0.706553654625715	6.30448547000283e-23	9.09664644320049	180.392970808854
AT2G44850	AT2G44860	0.0231600617601647	45	0.705670787128822	7.52164541032425e-23	14.0070101523511	50.4827701632265
AT3G06810	AT3G06820	0.00145530145530146	7	0.703838420299002	1.08273873665558e-22	60.1755243749389	26.2139644806525
AT1G47740	AT1G47750	0.0209193503991192	38	0.703376498777152	1.18635960997775e-22	25.8545287761278	12.6693156731048
AT5G45400	AT5G45410	0.140744899868987	376	0.701640946106181	1.66982600034912e-22	3.66731878664362	134.327462991415
AT3G45740	AT3G45750	0.00715661987338288	26	0.701537227745309	1.70415531129581e-22	15.5586943799695	8.97666467201529
AT1G20540	AT1G20550	0.041409993155373	121	0.698918263486076	2.84066821648258e-22	20.1039987000824	4.53700813967673
AT3G12480	AT3G12490	0.0126798341867837	26	0.698533742894949	3.06055534744422e-22	24.4169137446018	70.4478656259442
AT5G51130	AT5G51140	0.0584685024519049	155	0.69785573052706	3.48955083763002e-22	5.48062166323099	33.8416996760469
AT3G49080	AT3G49100	0.174097664543524	410	0.697841700516235	3.499022287794e-22	14.9535503362055	14.0721539994724
AT3G10850	AT3G10860	0.0142348754448399	24	0.697309660872622	3.87736844088314e-22	80.0758919522186	68.4357547944815
AT5G58210	AT5G58220	0.00158227848101266	3	0.697157665556089	3.99261961788756e-22	9.20413472271989	39.853240257333
AT3G11620	AT3G11630	0.0269933554817276	65	0.697031171785878	4.09108460254267e-22	14.3503684108606	396.595214242469
AT1G65410	AT1G65420	0.032064128256513	56	0.696820381877793	4.26047184943681e-22	33.6129359133274	7.09372989651574
AT1G60220	AT1G60230	0.0179372197309417	56	0.695299205494353	5.70370946535175e-22	37.9045911997243	18.8218900173645
AT3G19330	AT3G19340	0.010082677959266	25	0.694757086062416	6.32587373134953e-22	3.03505416026235	72.239870905187
AT5G61920	AT5G61930	0.343888070692194	934	0.693874903522479	7.48300159483948e-22	2.47108111666208	6.76344317706595
AT4G18480	AT4G18465	0.00779180302321957	25	0.693682568496512	7.7615213966285e-22	187.393048169278	18.0147265971828
AT5G17522	AT5G17523	0.590609235545208	761	0.692623860402409	9.48607774567926e-22	1.4670249153339	16.3445240496998
AT1G01730	AT1G01740	0.0375029670068835	79	0.692014357863766	1.06434764965655e-21	17.4950583940318	14.8711372227304
AT4G39960	AT4G39970	0.0178533475026567	42	0.691306705984672	1.21611996530068e-21	75.4303068459786	74.3468656689853
AT5G43940	AT5G43950	0.011125945705385	25	0.69090246372006	1.31211818271992e-21	198.09778600713	6.54849172130207
AT5G63470	AT5G63480	0.173518938167692	268	0.690659106491486	1.37344447067292e-21	18.2874836666299	3.67043993795283
AT5G10610	AT5G10620	0.087218045112782	145	0.689674770805445	1.65140587371762e-21	10.1373637787974	0.967327610319237
AT1G14020	AT1G14030	0.0241314749323903	58	0.689265139200648	1.7826657518275e-21	11.2645535149004	25.5965272371994
AT3G58130	AT3G58140	0.0340575455079272	87	0.689131236518402	1.82774615619425e-21	11.4503111541818	81.3065395447454
AT4G05450	AT4G05460	0.195064072140484	411	0.689124638905705	1.82999594150225e-21	10.4308388313806	10.1408699963284
AT5G05470	AT5G05480	0.012273212379936	23	0.687573951794123	2.44132234054454e-21	12.7831443856433	13.1887237485291
AT1G22050	AT1G22060	0.0180831826401447	90	0.686954123828465	2.73804743821342e-21	11.6186717573218	116.863509677101
AT1G50440	AT1G50450	0.0512929207291225	121	0.68672026320658	2.85893476077973e-21	28.6540002494078	26.5549880238229
AT3G56900	AT3G56910	0.0235960358659745	50	0.686338002034815	3.06786475669329e-21	9.33641170743186	105.284582581855
AT3G19800	AT3G19810	0.00124571784490813	2	0.686102151677509	3.20414628137152e-21	46.9780805204765	38.7844966460814
AT5G03420	AT5G03430	0.0087498342834416	33	0.686099962264616	3.20543872712332e-21	31.7004220217703	57.3051624181043
AT1G76450	AT1G76460	0.0138378378378378	32	0.683899925037977	4.79853492101835e-21	87.4144067115606	35.8819269519331
AT2G41705	AT2G41710	0.0164693772516727	48	0.682719023851556	5.95015433267303e-21	18.6252118889345	48.4916528931891
AT5G15440	AT5G15450	0.0233826968043648	75	0.681250657033468	7.76386962749495e-21	11.899863587563	198.211802624293
AT1G16270	AT1G16280	0.128790715087982	516	0.681138457398415	7.92282137989689e-21	46.7092486060133	8.3632892757357
AT2G32410	AT2G32415	0.0106541129831516	43	0.68096465413349	8.17534958523775e-21	11.0120295674614	16.2507661467567
AT3G20670	AT3G20680	0.0378378378378378	35	0.680950941248973	8.19560551462112e-21	13.0048900661736	21.4048977868439
AT4G16310	AT4G16330	0.0800910988802429	422	0.68058185781187	8.75961687366815e-21	36.45806010901	24.1071353232814
AT1G68862	AT1G68870	0.0346598202824134	54	0.677945801548504	1.40507734876324e-20	2.04284311287005	2.04525584520404
AT5G53330	AT5G53340	0.0222222222222222	50	0.676831297493284	1.71326187984697e-20	44.8919806980787	13.3410135813212
AT5G08400	AT5G08390	0.18537028623353	816	0.676692447541004	1.75600996632321e-20	7.73802991487013	26.065756759715
AT5G14430	AT5G14440	0.00041211621677313	1	0.674573941684156	2.55334856115233e-20	55.9603715272376	25.0758765706222
AT5G47640	AT5G47650	0.0270935960591133	44	0.674279339708257	2.68913366854241e-20	40.8162949739578	11.1232309308016
AT1G17600	AT1G17610	0.741265235055136	3193	0.673868334394711	2.89043029164061e-20	21.4910812044372	12.0588022950725
AT1G24340	AT1G24350	0.138283828382838	419	0.673807899679882	2.92124519345335e-20	27.8968212129942	16.7615176887815
AT3G52210	AT3G52220	0.0147674132414472	30	0.671716778709001	4.20976137297125e-20	7.6028398589012	29.258275376864
AT1G60420	AT1G60430	0.00924799221221708	19	0.671337291961335	4.49694240708921e-20	41.641339030491	11.3670720327153
AT5G08270	AT5G08280	0.0308672219500245	63	0.670775618180802	4.95745596426381e-20	3.52467000068142	114.278685841146
AT1G48160	AT1G48170	0.130640737970581	262	0.670152988130698	5.52188951929834e-20	26.4393617262908	10.1462031030741
AT4G00750	AT4G00752	0.0321524263173564	108	0.670118421425179	5.55500183702102e-20	22.7080459266811	26.2807648531175
AT3G22942	AT3G22950	0.0141435306443164	27	0.670062665211536	5.60882159651029e-20	3.57145491932032	16.7989079634759
AT2G27480	AT2G27490	0.0118610561988139	21	0.669751902723772	5.91825967798227e-20	4.19174538226372	11.1164162744079
AT1G23935	AT1G23950	0.00845186559472274	41	0.665812627103288	1.16255853629292e-19	9.16038722816322	27.9264238266536
AT4G03410	AT4G03415	0.0423589556326456	116	0.665258899116752	1.2772494800366e-19	31.568504437602	41.6200121232822
AT1G60650	AT1G60660	0.00807614652437266	14	0.663886536650276	1.61128240222278e-19	10.5186159104422	8.02156353649301
AT1G49350	AT1G49360	0.0175361683472161	40	0.663843786529136	1.62295366574437e-19	9.34756207054166	18.2403722986202
AT2G42220	AT2G42230	0.011426060206548	26	0.663509096155551	1.71722822160047e-19	583.010069681771	30.2628711308473
AT1G78890	AT1G78895	0.254626202812731	516	0.662216392779165	2.13425568954355e-19	24.8049458694199	6.81659095487566
AT3G45890	AT3G45900	0.199400599400599	499	0.661468551850513	2.41911020793743e-19	9.39822426486134	15.5420218003165
AT2G37330	AT2G37340	0.0308880308880309	56	0.661462652542749	2.42149870444627e-19	2.75246711840468	79.066896922303
AT1G74430	AT1G74440	0.251449395395064	759	0.66112919394514	2.56032120527882e-19	222.885200082951	45.3897220486993
AT1G09050	AT1G09060	0.0107780397440216	48	0.661013074437281	2.6104650929034e-19	8.75831460551055	67.835557639749
AT4G20325	AT4G20330	0.0484500102648327	118	0.660181399575897	2.99874555663098e-19	2.100906277999	18.4271589017721
AT3G47060	AT3G47070	0.133254716981132	339	0.659567938010478	3.32076681140752e-19	20.8492159576745	47.5426268964879
AT1G10490	AT1G10500	0.00899914872917427	37	0.658146501336488	4.20228699372529e-19	41.6008868585227	85.730595075692
AT5G38630	AT5G38640	0.197982105463545	520	0.656855453514529	5.19848856370827e-19	15.1812349150734	24.4429688515084
AT1G06515	AT1G06500	0.0662629141432134	93	0.656653744538538	5.37367307842622e-19	16.7856156554125	6.83876509839305
AT5G49530	AT5G49540	0.00750133952491516	21	0.656503445966689	5.50794445098585e-19	17.503712315789	34.9657004929349
AT2G22730	AT2G22740	0.389735573791846	1496	0.65528196968341	6.72777887284921e-19	3.09790566074747	28.2449781065871
AT5G05830	AT5G05840	0.00823384108686702	20	0.653943619476782	8.36773926106099e-19	9.65090735478893	1.23754706499452
AT2G23980	AT2G23985	0.209620253164557	621	0.652712119286081	1.02178655790973e-18	48.4988918336924	4.85539625623846
AT5G66180	AT5G66190	0.0320958083832335	67	0.652181353161648	1.11333506783095e-18	9.13712212027866	553.807665094069
AT3G05010	AT3G05020	0.00803212851405622	14	0.651173301003208	1.30977983981296e-18	17.0750723934376	16.3012145606959
AT5G54270	AT5G54280	0.0148846440089308	60	0.650218533601081	1.52684470252688e-18	4818.83354362487	24.4667161873368
AT4G23530	AT4G23540	0.107295061418902	428	0.649894577707783	1.60818971919703e-18	16.6856819628471	34.6873418130641
AT1G08600	AT1G08610	0.00542049934296978	33	0.649613232335645	1.68225760861393e-18	33.0656121006125	15.1167129309298
AT1G15810	AT1G15820	0.00120772946859903	2	0.649425895375344	1.73341344063307e-18	27.6145601012341	1367.27375762981
AT3G15190	AT3G15200	0.0364864864864865	54	0.648630005910109	1.96821024446218e-18	149.70404900745	8.49548150477536
AT1G47330	AT1G47340	0.00830175058653673	23	0.647335675610064	2.41792334571223e-18	22.9041438468498	5.44635297372433
AT4G37190	AT4G37200	0.0268804527234143	57	0.646701305751423	2.67354466806927e-18	37.981677403914	46.6877187766101
AT2G45720	AT2G45730	0.00723089564502876	22	0.646002172339978	2.98585673935442e-18	11.0529830064652	19.1227582286868
AT4G29210	AT4G29220	0.00858062209510189	24	0.645526554994209	3.21839543899426e-18	55.8392336540025	94.2650540057927
AT3G21280	AT3G21290	0.00362778886268819	20	0.643286757254627	4.57352893167418e-18	13.8283921062993	29.738188216161
AT1G30755	AT1G30757	0.32306101344364	781	0.641988081327538	5.59965135810003e-18	49.6991936757459	7.13642323019129
AT1G73380	AT1G73390	0.0013225326500248	4	0.641511872105883	6.02963314944535e-18	16.4704147257092	55.9040777466634
AT1G04900	AT1G04910	0.00407442618497895	15	0.641384557296508	6.14994566709083e-18	8.3360315566484	35.3371764486048
