id1 id2 cor p.value var1 var2 root promoterdis length1 length2 overlap overlapc s.median as.median single single2
AT2G33050 AT2G33051 0.441181308239207 3.48682405905354e-08 10027.7164384911 289.406086870876 yes 3414 2509 3587 2509 B 5.56058557373782 0.875592029799765 yes no
AT4G13920 AT4G13918 0.27855967472678 0.000754996364009397 20485.8314783808 292.009553826455 yes 3374 2757 3590 2757 B 7.18308745864897 0.551007270631852 no yes
AT4G04220 AT4G04221 0.300196867346736 0.000269780656970305 6573.15827834138 524.817393873732 yes 3328 2779 3328 2779 B 4.59103982572169 0.74192038315855 no no
AT1G79510 AT1G09863 0.574757568478472 6.07528380858257e-14 17088.789815818 71.7722840539742 no 3292 1976 2745 1429 D 15.9355761197714 0.639350624153468 no no
AT1G22810 AT1G05767 0.279514409268951 0.000722710258802836 2291.7868610263 1548.7024524771 no 3249 807 3232 790 D 5.05735083025517 3.54210055333987 no no
AT1G09420 AT1G09421 0.337907749144249 3.66891223777569e-05 59566.1798483207 56.6395154141633 yes 3243 3412 696 696 A 12.7660533585602 1.32315541721607 no no
AT1G80310 AT1G80325 0.427024902664357 1.04569037770646e-07 8918.07918841722 210.665616074067 yes 3187 1669 3467 1669 B 14.8706576708052 0.760225853285185 no yes
AT4G38550 AT4G38552 0.263684570099433 0.0014623929849128 2902429.84950261 32.8130601792574 yes 3108 3118 3178 3108 E 102.687723663975 0.30690936035955 no yes
AT5G64570 AT5G64572 0.36177236084083 9.01601486723726e-06 83872.3282773564 190.931547325914 yes 3038 3183 1436 1436 A 12.4417034821796 1.07034435823622 no yes
AT1G76880 AT1G76878 0.516640979224062 3.96873061851584e-11 23016.7229390328 9.30424505072392 yes 2945 2912 2954 2912 E 6.98795592632611 0.130772676518603 yes yes
AT1G13450 AT1G13448 0.560899594372116 3.19872044341724e-13 5148.02501723628 834.60868708756 yes 2944 2429 687 172 D 8.03829613619388 6.86714954145971 yes yes
AT5G19220 AT5G19221 0.423972743077473 1.31648528841398e-07 825280.866147937 37.950261006599 yes 2867 2985 2386 2386 A 80.1531296592484 0.47771361119577 no yes
AT4G28650 AT4G28652 0.526230008695337 1.48082702316999e-11 10.6934896089826 3255.94346498572 yes 2863 3580 2743 2743 A 0.109859961660675 4.05497433067986 yes yes
AT2G46570 AT2G46572 0.512310096990773 6.13319449470098e-11 35.051413375357 84.2312616960504 yes 2834 2798 2972 2798 B 0.33791657513971 0.605447193250487 yes yes
AT5G10970 AT5G10965 0.53160321197672 8.40749565380494e-12 50.5281197675564 17.1301093272924 no 2822 819 4598 819 B 0.38837448455385 0.119342712772464 no no
AT4G31250 AT4G31248 0.341522149004935 2.98792156981678e-05 101.886535999212 37.2479070225549 yes 2806 3013 1672 1672 A 0.728450734676563 0.389959292874741 yes no
AT5G18240 AT5G18245 0.709157980274326 3.73112474964407e-23 939.594602580518 630.233231557175 yes 2778 2368 5323 2368 B 2.34457556988092 0.775773090490267 yes no
AT1G64580 AT1G64572 0.609214614473134 6.83474305150851e-16 193.38816113464 120.192652418005 yes 2752 1973 785 6 D 1.67289847301024 4.07365177971671 yes yes
AT1G67790 AT1G67792 0.577444016867786 4.36283967244487e-14 11.6222791293214 1007.99379493746 yes 2722 2558 2875 2558 B 0.150216428696952 2.3245642995782 yes yes
AT2G26360 AT2G26355 0.297160423119215 0.000313238185981624 149.247316064217 11766.4304146558 yes 2693 1885 828 20 D 1.67670276498819 15.3954439240538 no yes
AT4G26540 AT4G26542 0.569794581566339 1.11123254953062e-13 25660.0804688269 248.028661479366 yes 2692 3585 2764 2692 C 4.53062666437277 0.552903092105858 yes yes
AT1G68870 AT1G68872 0.569813023526581 1.10876272060313e-13 234.558455628878 69.7121047966118 yes 2677 661 2467 451 C 1.83134038509506 0.596591812902083 no yes
AT2G29525 AT2G08345 0.613556622955689 3.73380660298902e-16 344.258150300404 199.468137496306 no 2676 2537 594 455 C 1.69538601133393 6.0207210201156 no no
AT2G42370 AT2G42365 0.368450796275543 5.9631724307122e-06 33.9673003053285 181.391608391608 yes 2665 2200 5378 2200 B 0.451182892566287 0.470291253298797 no no
AT3G46670 AT3G46668 0.422640052166609 1.45471201900325e-07 2452.49985226042 38.1214419383433 yes 2643 1670 2777 1670 B 5.99691587911557 0.567638796283645 no no
AT5G66560 AT5G66558 0.708127177105695 4.59522596171401e-23 1577.83433467941 813.960799763617 yes 2606 2520 2884 2520 B 2.90238319174031 1.49008006613444 yes yes
AT5G18260 AT5G18255 0.556158042866055 5.5489183643595e-13 2262.69063331035 2214.6054368167 yes 2495 1905 2033 1443 D 4.94606080455395 4.42764833582242 yes yes
AT5G01540 AT5G01542 0.430579962449219 7.97373141517216e-08 20055.4565153157 662.527036343938 yes 2456 2494 2577 2456 E 10.2794803909129 1.72594247300887 no no
AT3G03700 AT3G03702 0.329951432668357 5.71429624689022e-05 66.3027676548803 303.237072786369 yes 2453 2056 2582 2056 B 0.308936580610054 0.128974300575193 yes no
AT3G21760 AT3G21755 0.714773058463742 1.18041203232317e-23 12672.4905939131 767.959223874717 yes 2404 1690 3183 1690 B 5.82886436384295 1.71579986270701 no no
AT5G60020 AT5G60022 0.295576360924508 0.000338401246443009 748.386092780459 7.15384615384615 yes 2276 2487 3121 2276 D 1.96626036696793 0.125467588401369 no no
AT1G74420 AT1G09453 0.305994821576898 0.000201917368606778 422.692701664533 23.9105683049345 no 2242 2195 934 887 D 0.792739979951643 1.21172387705608 no no
AT3G63440 AT3G63445 0.480973359247047 1.20038445213228e-09 295.280606717226 489.701467546538 yes 2234 2380 3801 2234 D 1.35252746536948 0.929693816399347 yes yes
AT5G59730 AT5G59732 -0.247136611102073 0.00292333393911604 2870996.79020979 843.162809021964 yes 2216 2211 2254 2211 E 105.33016063425 1.1052976616577 yes yes
AT5G64000 AT5G09175 0.254124150144804 0.00219384861500898 9495.57214616369 91.3352703634394 no 2202 2007 2435 2007 B 2.97086316657533 0.792474175218923 no no
AT2G04850 AT2G04852 0.401469272320635 6.71513562667013e-07 1656.51364128829 27.3590071899931 yes 2183 1434 1318 569 C 4.64615879908909 0.772578748104335 yes yes
AT4G26790 AT4G26795 0.524255169494541 1.81877247607241e-11 461.407662759775 101.476115433862 yes 2181 1920 2429 1920 B 1.39699705982411 0.722432319412411 no no
AT1G05560 AT1G05562 0.745141537778698 1.39658194375056e-26 3462.40638235004 1357.33477789816 yes 2136 2136 2136 2136 E 3.95501220362147 2.28003744410606 no yes
AT4G38540 AT4G38545 0.259496463741965 0.0017499448890084 12124.131389737 1012.41288289176 yes 2129 1781 2367 1781 B 11.4283418892215 2.40930739746753 no yes
AT4G09435 AT4G09432 0.283989004853335 0.000587633419135307 187.509012114646 92.5333398995371 yes 2113 1602 2281 1602 B 0.38323602596021 0.422988736663322 no no
AT3G62090 AT3G09745 0.438295631690292 4.37956473019751e-08 944.763616665025 52.769723234512 no 2083 2163 2341 2083 C 1.59161770869458 0.796739706172029 no no
AT2G45310 AT2G45315 0.645352557378236 3.30780923529423e-18 499.344922682951 715.969467152566 yes 1992 1962 1984 1954 E 1.28910619788019 1.75800267193904 yes yes
AT4G39840 AT4G39838 0.489724043392434 5.39112799219556e-10 27368.6720181227 2558.98315768738 yes 1970 2049 2077 1970 E 15.0368841684318 4.4245730846982 yes yes
AT3G52070 AT3G52072 0.651493541840957 1.24396332256937e-18 823.126071111987 186.840539741948 yes 1968 749 2624 749 B 7.7945838648092 0.858742813101248 no no
AT1G15000 AT1G15002 0.4888987512008 5.81950769603365e-10 1889.39003250271 117.79178567911 yes 1960 1454 2056 1454 B 5.66022949224201 0.863847516913999 no no
AT2G44260 AT2G44255 0.276738892438339 0.000820269659989133 174.830197971043 262.367280606717 yes 1876 1884 2103 1876 E 0.979685296084213 1.56375338020904 no yes
AT1G78270 AT1G78265 0.525829206933254 1.54407883404283e-11 2367.91697035359 1651.24948291145 yes 1867 1855 1865 1853 E 4.32760474677844 3.68464478152711 yes yes
AT3G24520 AT3G24518 0.476176271027335 1.84408915726503e-09 10324.3775238846 112.337831182902 yes 1808 1809 4614 1808 D 8.54273964925876 0.333119743915737 yes yes
AT2G36790 AT2G36792 0.577816183025467 4.16624449200909e-14 1997.40441248892 296.161528612233 yes 1802 1658 2024 1658 B 3.79655197325015 1.84727018002437 no yes
AT2G35940 AT2G35945 0.687261072177528 2.58694326611222e-21 703275.611444893 636.105486063233 yes 1789 3403 1246 1246 A 46.3047952128598 2.32726570790084 no yes
AT5G01210 AT5G01215 0.414741111421052 2.60601181191052e-07 2266.20023638333 14.3305426967399 yes 1780 1780 1793 1780 E 5.18909853423534 0.357543951388646 no yes
AT1G75300 AT1G75295 0.32521138285261 7.39794666840482e-05 615.175613119275 380.659214025411 yes 1736 1556 2417 1556 B 2.38370660637326 1.5922064085842 yes yes
AT1G48320 AT1G48315 0.374988333514188 3.94287190789877e-06 2073.48084310056 10.7757313109426 yes 1656 903 1901 903 B 11.0409233828324 0.348815120534118 yes no
AT4G38250 AT4G09695 0.401080510396667 6.89970353620062e-07 48513.5743130109 83.3872746971338 no 1642 1576 1642 1576 E 38.9104811725957 1.17519769589408 no no
AT1G06000 AT1G06002 0.285804893123055 0.000539777519536203 88856.3894415444 2517.02866147937 yes 1621 1568 1634 1568 E 21.0343225960352 5.22197236484894 yes yes
AT3G21780 AT3G21781 0.703996890042339 1.04927379091949e-22 2773.27016645327 90.8551167142716 yes 1616 1616 1616 1616 E 5.28403784806925 0.850444024734443 no no
AT3G01140 AT3G01142 0.490755525376564 4.8983790066801e-10 104.573426573427 143.420663843199 yes 1579 1967 1579 1579 A 1.07130909730504 1.2699924658713 no no
AT1G31490 AT1G31485 0.217083513838323 0.00920646469758069 47.3023736826554 11.0539741948193 yes 1551 2067 1332 1332 A 0.190541951003901 0.345015495351108 no yes
AT1G28680 AT1G28685 0.226102591206303 0.00662117932061294 3991.58337437211 22.8743228602384 yes 1455 1724 1721 1455 D 8.76853330774289 0.56087135666223 yes yes
AT2G45530 AT2G09640 0.614491814729755 3.27392973310338e-16 1347.23667881414 546.611543386191 no 1429 948 1256 775 C 10.3671917663366 5.42357944487211 no no
AT5G06860 AT5G06865 0.53011450434691 9.84492374983647e-12 53047.0889392298 9489.53856003152 yes 1396 1188 1550 1188 B 31.3828254550265 8.27338533994615 yes yes
AT4G40080 AT4G40085 0.41576273948864 2.41875511637471e-07 198.27450014774 16.0763321185856 yes 1389 1404 1509 1389 E 2.34621699364574 0.261155224864096 no no
AT2G19570 AT2G19572 0.482487817797909 1.04677579480592e-09 2282.95459470107 54.4163301487245 yes 1339 1221 1572 1221 B 8.78890020115728 0.838190498493288 yes yes
AT1G30280 AT1G30282 0.55210655671182 8.82366438850547e-13 2276.49295774648 12.3339899537083 yes 1337 2061 1432 1337 C 3.00947826568038 0.255874294676963 yes yes
AT2G24540 AT2G24545 0.304511386630605 0.0002175798918736 5961.64256869891 167.708559046587 yes 1314 1246 2356 1246 B 2.87183173025322 0.953334731093649 yes yes
AT4G26490 AT4G26488 0.336561802437605 3.95786393526068e-05 33.3698414261795 8.67113168521619 yes 1284 1032 1540 1032 B 0.940754330877805 0.265085702324199 yes no
AT2G01410 AT2G03975 0.706344129819659 6.57459945244906e-23 951.469417906038 54.837584950261 no 1206 1296 1129 1129 A 4.90082021695414 1.3036244485646 no no
AT1G26220 AT1G26218 0.498555710149765 2.34821971402425e-10 787.518762927214 39.0683541810302 yes 1164 753 1216 753 B 8.56249368332402 1.07963325856651 yes no
AT2G22850 AT2G07850 0.682276998473708 6.4473827538347e-21 453.263074953216 34.0531862503694 no 1140 2334 856 856 A 1.50497005679931 0.971331169415445 no no
AT3G02910 AT3G01205 0.520759689478043 2.60849828833525e-11 6886.77356446371 12.4908893922978 no 1120 966 1171 966 B 14.9064705161613 0.332079489072965 no no
AT5G67490 AT5G67488 0.428716641861289 9.19479763411244e-08 1570.41692110706 12.1944252930168 yes 1081 800 1000 719 D 13.7799958390629 0.439874345494466 yes yes
AT3G15190 AT3G03025 0.504331074604081 1.34610013884965e-10 135135.506845267 12.7411602482025 no 1021 1388 482 482 A 67.9364837741422 0.619111510854354 no no
AT1G07130 AT1G07128 0.3277479520237 6.44653131860173e-05 152.946222791293 141.38816113464 yes 959 958 1169 958 B 1.39511048524334 1.88064323341699 yes yes
AT2G20500 AT2G07305 0.562640312700701 2.60731467410959e-13 147.027578055747 34.6547818378804 no 942 925 967 925 E 2.2356310971916 1.0612737583862 no no
AT1G55265 AT1G08043 0.463480067354217 5.5670683607477e-09 6677.3196099675 515.082438688072 no 928 688 918 678 C 20.9421623999473 6.23683731077654 no no
AT1G17860 AT1G05347 0.268503161954888 0.00118525943375469 6947.01132670147 447.513641288289 no 889 715 885 711 C 24.7212122124656 1.07547960253317 no no
AT1G18390 AT1G18382 0.784450161234704 4.74560535302783e-31 8698.24248990446 108.614104205654 yes 884 4225 860 860 A 3.1267823350668 1.46942334993346 no no
AT3G52610 AT3G52605 0.491243833426436 4.68055702848669e-10 1453.06402048656 11.9967497291441 yes 853 2161 998 853 D 5.36175098667248 0.478611596309467 no yes
AT1G23050 AT1G23052 0.581480579593717 2.63767635228202e-14 72.9072195410224 411.05998227125 yes 829 825 828 824 E 1.50250623486561 2.10221141709579 yes no
AT3G48120 AT3G48115 0.488316731952149 6.14117452587272e-10 240.797695262484 7481.47453954496 yes 827 2642 1757 827 D 1.28500457721901 5.70426391203288 yes yes
AT1G72600 AT1G09327 0.475589462049331 1.94264840586009e-09 151.625529400177 40.4846843297547 no 796 2295 768 768 A 0.823098851224927 0.826214798821059 no no
AT2G23670 AT2G23672 0.427692672855499 9.94008041654277e-08 3931.55392494829 339.013493548705 yes 789 679 1014 679 B 23.2693252401947 0.847089215958371 no no
AT2G31900 AT2G08485 0.350332572876177 1.79205332927103e-05 967.699694671526 11.2665222101842 no 688 10100 340 340 A 0.673271870843666 1.11118344915365 no no
AT1G79720 AT1G09913 0.430706345914442 7.89679637816406e-08 3679.50851964936 9.10706195213237 no 665 1889 434 434 A 6.84170741660644 1.24613705301921 no no
AT2G21185 AT2G21187 0.627484905085177 5.03487066186518e-17 4592.80173347779 60.7111198660494 yes 633 452 1206 452 B 14.9241445674076 0.847265644621812 yes no
AT1G72070 AT1G09297 0.281156292331879 0.000670139169358244 13.919826652221 18.3634393775239 no 619 1298 398 398 A 0.402665841553353 1.03779598298956 no no
AT2G45243 AT2G45245 0.437367969604406 4.71044564717724e-08 23.3822515512656 1818.28503890476 yes 599 601 2060 599 D 1.06614620346838 4.99933566827906 no no
AT3G22210 AT3G04255 0.314171301667776 0.000132811674733791 6311.63193144883 15.1747266817689 no 469 684 253 253 A 29.0539739395636 2.51781047895369 no no
AT1G26220 AT1G26208 0.673624176354445 3.01690908242507e-20 787.518762927214 1618.94129813848 yes 359 753 5514 359 D 8.56249368332402 1.15992623667164 no no
AT2G45380 AT2G09610 0.518172514126609 3.39753059131618e-11 28998.4777898158 9.46843297547523 no 356 3666 364 356 C 10.1729612588833 1.13037794219278 no no
AT4G27860 AT4G27852 0.625009774763258 7.24118678574252e-17 123704.514921698 31.2784398699892 yes 117 2735 1885 117 D 17.6067492813163 0.439058123614976 no no
AT4G21065 AT4G06980 0.392380860698296 1.25449129873042e-06 27.9047572146164 22.1640894316951 no 34 2018 568 34 D 0.463350962075471 1.62740924414825 no no
AT4G26510 AT4G26488 0.486391163372689 7.33233031626139e-10 31279.2289963558 8.67113168521619 yes 6 6676 1540 6 D 7.78959218381868 0.265085702324199 yes no
